sub_n,distance,model,obs,pred,ppp
401,2,attraction,4.005208106721718,5.00948330482957,0.6175635127025405
412,2,attraction,5.454513241335898,5.011407800688236,0.45955191038207643
423,2,attraction,7.710327063396205,4.974904523399774,0.2632126425285057
436,2,attraction,5.009358645209549,4.990912006055602,0.511122224444889
442,2,attraction,4.421917784465006,5.025827721291455,0.5690738147629526
451,2,attraction,5.6268525328883285,5.011291049234396,0.4559511902380476
463,2,attraction,6.207650723112157,4.982524007678212,0.3894378875775155
472,2,attraction,8.68697149760116,5.01032878681229,0.18171634326865374
481,2,attraction,4.448916208816612,4.9977411951906365,0.5623324664932987
491,2,attraction,6.507110444958082,5.016477682385149,0.35689137827565515
502,2,attraction,8.079196762220791,4.98953301628236,0.22174434886977396
513,2,attraction,5.2432417744320485,5.00590682335705,0.49191838367673535
521,2,attraction,6.830482321663088,5.0061636626077854,0.3233246649329866
532,2,attraction,7.331770054423338,5.002142141369133,0.2798359671934387
556,2,attraction,5.140340847755639,4.981988681966435,0.49379875975195037
561,2,attraction,3.9501520131846566,4.985658372656718,0.6198039607921584
572,2,attraction,4.117582227567407,4.99317068039421,0.6034006801360272
583,2,attraction,17.25186393908734,5.00766179082303,0.009321864372874574
596,2,attraction,5.28650202931784,5.001875222081116,0.4832966593318664
612,2,attraction,4.970529895769315,4.975856835246797,0.5079215843168634
623,2,attraction,10.527448420318747,4.977108543624146,0.10898179635927185
631,2,attraction,11.57441679723177,5.01918202797685,0.07795559111822364
642,2,attraction,8.909372252055054,5.016977662542522,0.18251650330066013
653,2,attraction,4.195845954642215,4.99825190116613,0.5975395079015803
666,2,attraction,4.802991704292488,4.990769311489948,0.5252050410082016
671,2,attraction,5.844964043261265,5.009182075823881,0.4208641728345669
682,2,attraction,4.369990835235616,5.002222780125207,0.5789557911582316
693,2,attraction,4.32848914640721,4.986149557512021,0.5744748949789958
706,2,attraction,4.021992344511769,4.9941612661284145,0.6130626125225045
711,2,attraction,6.0606131401543255,4.977259739035683,0.3956391278255651
722,2,attraction,4.563763282094766,5.0227901564290365,0.5599719943988798
746,2,attraction,4.9669772381251525,5.019511306440846,0.5171034206841368
751,2,attraction,5.739256063189794,4.9899393860677135,0.4330866173234647
762,2,attraction,4.638622919532123,5.007898834370812,0.5447289457891579
771,2,attraction,4.218732889034017,5.004894760818989,0.5944788957791558
783,2,attraction,5.399695851264907,5.037869168376676,0.46999399879975995
791,2,attraction,4.413584411004591,5.026177404824408,0.5686137227445489
802,2,attraction,4.616308620455822,5.000099894383426,0.5489897979595919
813,2,attraction,5.913972594668583,4.9940011309307275,0.42150430086017204
826,2,attraction,6.573476069666408,4.987006004103455,0.3539107821564313
831,2,attraction,5.405158102496029,5.0053958746461475,0.46707341468293656
851,2,attraction,4.034449246732078,5.000886834103243,0.6104820964192839
862,2,attraction,8.395444474620348,5.009898102984124,0.22450490098019604
886,2,attraction,4.218105987833594,4.994250638809385,0.5933586717343469
891,2,attraction,5.414389275315218,4.995781363702928,0.4738547709541908
902,2,attraction,5.451187979382139,4.987026454156025,0.46729345869173833
916,2,attraction,4.728890342921028,4.990355021911441,0.5376875375075015
923,2,attraction,5.1356031092597805,4.986999486867186,0.4927385477095419
931,2,attraction,11.164741965944101,4.988456515667162,0.08071614322864573
941,2,attraction,4.21291019829774,4.979836715015284,0.5862172434486898
952,2,attraction,4.7225198949818115,5.022641698055065,0.5248449689937987
963,2,attraction,4.62952772909493,4.987980259597181,0.5409681936387277
971,2,attraction,5.929631150466076,5.0015608533180655,0.4216843368673735
983,2,attraction,5.598345724168501,5.0149341629278235,0.44338867773554713
992,2,attraction,5.374329182354699,4.99657509106376,0.46653330666133225
1002,2,attraction,4.1635859249878715,4.99816669646098,0.5975195039007801
1011,2,attraction,5.176032766096209,5.033790579005054,0.49817963592718545
1023,2,attraction,7.430244247107711,4.986613819408638,0.2666133226645329
1031,2,attraction,4.20323022776506,5.0037870330623715,0.5919583916783356
1043,2,attraction,5.930651881791868,5.016682884478657,0.40648129625925183
1052,2,attraction,4.878208905740954,4.991380013111758,0.5208241648329666
1066,2,attraction,5.284927527966704,5.024190316614371,0.4472094418883777
1071,2,attraction,7.003777025570886,4.997085500801915,0.32040408081616323
1082,2,attraction,4.770272890747371,4.996499298142234,0.5219243848769753
1093,2,attraction,4.968610497099182,4.980154470425516,0.5109221844368874
1101,2,attraction,6.161319266157551,5.007508517924938,0.39085817163432685
1112,2,attraction,7.279377415503081,5.000975486456246,0.28213642728545707
1123,2,attraction,4.617780048752621,5.0060894321538445,0.5459091818363673
1136,2,attraction,4.338970504306313,4.988082649554506,0.5799759951990399
1143,2,attraction,3.982938738479013,4.994764373168825,0.6198239647929585
1151,2,attraction,4.431562254019787,4.996405583730564,0.5671534306861372
1172,2,attraction,12.264965418584262,5.003504735967968,0.052750550110022006
1183,2,attraction,5.2382244819408905,5.021073912791367,0.48427685537107423
1196,2,attraction,5.034975372738367,4.975961648227894,0.5043408681736348
1201,2,attraction,7.408048505712979,5.009844074408548,0.2701140228045609
1211,2,attraction,4.989029824313781,5.009598790724732,0.5127825565113022
1222,2,attraction,6.1149700375171125,5.010125583980223,0.3896579315863173
1233,2,attraction,6.709437458393376,4.964403290301701,0.34882976595319065
1246,2,attraction,4.266719559521423,4.99082282899762,0.5811962392478496
1251,2,attraction,5.779466714133307,5.005908156808017,0.43130626125225047
1262,2,attraction,4.143320477850638,4.998813248920332,0.6010202040408081
1273,2,attraction,6.176729643827369,4.980248519499883,0.39067813562712544
1286,2,attraction,4.419010812633227,4.999233490594485,0.5658131626325265
1291,2,attraction,5.120491112555468,5.002224837217385,0.49637927585517105
1302,2,attraction,6.958855319618943,4.999494452885122,0.3137627525505101
1313,2,attraction,5.102512793934316,4.99397594423047,0.4929385877175435
1326,2,attraction,8.125335749291049,5.009331972010575,0.23008601720344068
1331,2,attraction,5.468910532016952,5.010590612984262,0.4504700940188038
1342,2,attraction,4.565284297472686,4.99083498424517,0.5544908981796359
1351,2,attraction,6.447439277012542,5.027401537097549,0.3326865373074615
1362,2,attraction,4.3278462400157895,5.013941845905085,0.5845769153830767
1373,2,attraction,4.826111498573685,4.9924386181981175,0.5339467893578715
1381,2,attraction,6.01384077103428,5.003631675641457,0.4169633926785357
1392,2,attraction,6.68198767541733,5.017856071521409,0.33980796159231846
1403,2,attraction,4.529775039312503,5.0072050410471105,0.5609521904380876
1411,2,attraction,6.3719185901229105,4.991343049466371,0.3653130626125225
1422,2,attraction,4.315226655816472,4.973704334099228,0.5731346269253851
1433,2,attraction,6.336469366669968,5.040681818831529,0.3593118623724745
1441,2,attraction,4.314252914252269,5.019288965926644,0.5847369473894779
1452,2,attraction,8.316073588733822,5.011892180967364,0.22618523704740948
1463,2,attraction,6.246919168720014,4.989230848456032,0.3665733146629326
1471,2,attraction,4.242920887629183,5.001839371982583,0.5958991798359672
1482,2,attraction,9.94149234647564,5.010619257733591,0.11906381276255251
1493,2,attraction,5.721451729765228,5.005300813113926,0.4411882376475295
1512,2,attraction,5.2202900346164105,5.000907069621355,0.4855971194238848
1531,2,attraction,4.947794135973478,4.990774161848667,0.5145829165833167
1541,2,attraction,6.058844331478156,5.006162707640946,0.41234246849369877
1551,2,attraction,4.393993933357893,4.9882287052283125,0.5712342468493699
1562,2,attraction,6.734249538037212,4.986225720415963,0.3345869173834767
1586,2,attraction,4.078573692012104,4.997734891221402,0.6083616723344669
1591,2,attraction,4.209754030797839,5.014790324224192,0.5944388877775555
1613,2,attraction,5.089250220096362,5.005908444643723,0.5043008601720345
1631,2,attraction,4.3443541366032585,4.974557321333492,0.5775355071014203
1643,2,attraction,7.174862746907203,4.994379626793491,0.2887177435487097
1656,2,attraction,7.124104449458601,4.9963268772874025,0.2998599719943989
1662,2,attraction,4.474874297934579,4.997893226823148,0.5649729945989198
1671,2,attraction,4.9945270473721575,4.991003956351877,0.5093218643728745
1682,2,attraction,5.823270129381303,4.999633453510298,0.43356671334266855
1693,2,attraction,4.512264249527197,5.00684723223793,0.5573514702940588
1706,2,attraction,4.413008113841898,4.99134054840137,0.5672934586917383
1711,2,attraction,4.519448309060538,5.010683579903576,0.5364072814562912
1722,2,attraction,12.387503481824538,4.982017383130299,0.04648929785957191
1733,2,attraction,4.049856092231103,5.002407850486077,0.6080416083216643
1746,2,attraction,4.252848245088566,4.979812069310522,0.5902380476095219
1751,2,attraction,15.97764092431144,4.982187804564591,0.014182836567313463
1762,2,attraction,3.977187380303611,5.0409599827848295,0.6222044408881776
1773,2,attraction,6.20175925741754,4.99629044498535,0.38609721944388875
1781,2,attraction,4.663112142688058,4.980867548962727,0.5384276855371074
1803,2,attraction,6.650687422239699,4.977521343844833,0.3317863572714543
1821,2,attraction,4.620289464971126,5.0119973548561045,0.5555711142228446
1832,2,attraction,5.955596345050646,5.009116728436025,0.4136627325465093
1843,2,attraction,6.935014093410855,4.996880249015731,0.3241648329665933
1856,2,attraction,4.123953621290523,4.974591669135226,0.6025405081016203
1861,2,attraction,4.265367215827657,5.00058061985585,0.5568113622724545
1872,2,attraction,12.505336930410943,5.021157926662825,0.05653130626125225
1883,2,attraction,3.9954234547996865,5.0074924059864765,0.6153030606121225
1901,2,attraction,8.560800804477658,5.016035489535115,0.20994198839767952
1912,2,attraction,6.098890559102217,5.007874070780061,0.4015203040608122
1923,2,attraction,4.1474377724493605,4.987650252142209,0.5995799159831966
1936,2,attraction,4.981191613146922,4.995237515545805,0.5168433686737347
1941,2,attraction,7.017405715230767,4.997184605733974,0.3270254050810162
1952,2,attraction,4.697064254631432,4.991778175809394,0.5387877575515103
1963,2,attraction,4.597643858208979,5.001473605509171,0.5488097619523905
1976,2,attraction,7.218546374621399,4.983976842088373,0.2846769353870774
1983,2,attraction,6.231503323873074,4.998632178080882,0.3853570714142829
1992,2,attraction,4.128148665159128,4.9995541422340155,0.6023604720944189
2001,2,attraction,4.368833412491344,4.954030017748989,0.572994598919784
2013,2,attraction,4.430650093316804,4.995615359545684,0.5751150230046009
2022,2,attraction,6.668864202610133,5.003833767691394,0.35097019403880775
2036,2,attraction,4.217062909679094,4.9810281730391495,0.5889177835567113
2041,2,attraction,5.154009055817389,4.991183673029933,0.49533906781356274
2052,2,attraction,8.258190950287842,4.998310278356846,0.23394678935787158
2063,2,attraction,9.268838041042583,5.01843809900922,0.1555511102220444
2076,2,attraction,4.04415497340188,5.000727463667177,0.6120224044808962
2081,2,attraction,4.252812012461786,5.001718169952577,0.5910382076415283
2092,2,attraction,4.084195937203247,4.980092711981508,0.6043408681736347
2103,2,attraction,4.200482274246771,5.006466134846223,0.5957391478295659
2116,2,attraction,4.611375414247798,4.977610204403508,0.548249649929986
