thisRow.t,notes,set_condition.started,set_condition.stopped,participant,session,date,expName,psychopyVersion,expStart,
,,0.32701227299912716,0.3274918639981479,511542,001,2024-10-01_16h06.28.329,bw,2024.2.1,2024-10-01 16h06.36.802954 -0400,
