thisRow.t,notes,trial.started,r1.started,r2.started,r3.started,key_resp.started,button_1.started,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,button_1.numClicks,button_1.timesOn,button_1.timesOff,participant,session,date,expName,psychopyVersion,expStart,
,,0.30225848099871655,0.3350163269969926,0.3350163269969926,0.3350163269969926,0.3350163269969926,0.3350163269969926,6.775235977998818,j,6.415643946002092,None,0,,,066719,001,2024-10-01_15h52.56.082,bw,2024.2.1,2024-10-01 15h53.02.645013 -0400,
