thisRow.t,notes,trial.started,r1.started,r2.started,r3.started,key_resp.started,button_1.started,participant,session,date,expName,psychopyVersion,expStart,
,,0.3045146909971663,0.3484373859973857,0.3484373859973857,0.3484373859973857,0.3484373859973857,0.3484373859973857,,,,,,,
