thisRow.t,notes,trial.started,r1.started,r2.started,r3.started,key_resp.started,button_1.started,participant,session,date,expName,psychopyVersion,expStart,
,,0.3308598980001989,0.3821398699983547,0.3821398699983547,0.3821398699983547,0.3821398699983547,0.3821398699983547,,,,,,,
