thisRow.t,notes,trial.started,r1.started,r2.started,r3.started,key_resp.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.045041412999125896,0.0620568619997357,0.0620568619997357,0.0620568619997357,0.0620568619997357,,,,,,,,
