thisRow.t,notes,trial.started,r1.started,r2.started,r3.started,key_resp.started,participant,session,date,expName,psychopyVersion,expStart,
,,0.30415641400031745,0.3208098860013706,0.3208098860013706,0.3208098860013706,0.3208098860013706,,,,,,,
