sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
395, 6, bw, practice, NA, 999, 999, 0, 1, 151, 133, 118, 130, 101, 62, 1, 2.34674
395, 6, bw, practice, NA, 999, 999, 0, 1, 151, 133, 118, 130, 101, 62, 3, 1.97715
395, 6, bw, practice, NA, 999, 999, 0, 2, 137, 187, 70, 131, 190, 117, 1, 1.98304
395, 6, bw, practice, NA, 999, 999, 0, 2, 137, 187, 70, 131, 190, 117, 2, 1.34086
395, 6, bw, practice, NA, 999, 999, 0, 3, 152, 184, 159, 104, 107, 168, 1, 2.10581
395, 6, bw, practice, NA, 999, 999, 0, 3, 152, 184, 159, 104, 107, 168, 2, 0.81231
395, 6, bw, attraction, a-b-da, 2, 3, 1, 1, 195, 120, 193, 119, 120, 195, 2, 1.91477
395, 6, bw, attraction, a-b-da, 2, 3, 1, 1, 195, 120, 193, 119, 120, 195, 1, 1.27681
395, 6, bw, attraction, a-b-da, 9, 1, 1, 2, 129, 57, 135, 60, 60, 135, 3, 2.75116
395, 6, bw, attraction, a-b-da, 9, 1, 1, 2, 129, 57, 135, 60, 60, 135, 1, 0.831571
395, 6, bw, attraction, a-b-da, 2, 1, 1, 3, 60, 135, 134, 59, 135, 60, 1, 4.16385
395, 6, bw, attraction, a-b-da, 2, 1, 1, 3, 60, 135, 134, 59, 135, 60, 2, 0.867321
395, 6, bw, filler, NA, 999, 999, 1, 4, 145, 122, 90, 182, 92, 113, 1, 2.51021
395, 6, bw, filler, NA, 999, 999, 1, 4, 145, 122, 90, 182, 92, 113, 3, 0.576119
395, 6, bw, filler, NA, 999, 999, 1, 5, 160, 141, 165, 135, 112, 67, 2, 1.06251
395, 6, bw, filler, NA, 999, 999, 1, 5, 160, 141, 165, 135, 112, 67, 3, 0.587047
395, 6, bw, attraction, a-b-da, 9, 2, 1, 6, 90, 165, 157, 86, 165, 90, 1, 2.36924
395, 6, bw, attraction, a-b-da, 9, 2, 1, 6, 90, 165, 157, 86, 165, 90, 3, 0.457317
395, 6, bw, attraction, a-b-db, 2, 2, 1, 7, 89, 163, 90, 165, 165, 90, 2, 1.29224
395, 6, bw, attraction, a-b-db, 2, 2, 1, 7, 89, 163, 90, 165, 165, 90, 1, 0.439179
395, 6, bw, attraction, a-b-db, 9, 3, 1, 8, 114, 186, 120, 195, 195, 120, 2, 1.71581
395, 6, bw, attraction, a-b-db, 9, 3, 1, 8, 114, 186, 120, 195, 195, 120, 3, 0.437757
395, 6, bw, attraction, a-b-da, 5, 2, 1, 9, 165, 90, 161, 88, 90, 165, 2, 1.13021
395, 6, bw, attraction, a-b-da, 5, 2, 1, 9, 165, 90, 161, 88, 90, 165, 1, 0.732008
395, 6, bw, filler, NA, 999, 999, 1, 10, 68, 147, 67, 56, 131, 195, 3, 0.932339
395, 6, bw, filler, NA, 999, 999, 1, 10, 68, 147, 67, 56, 131, 195, 2, 0.469862
395, 6, bw, attraction, a-b-db, 5, 3, 1, 11, 120, 195, 195, 120, 117, 190, 1, 1.61704
395, 6, bw, attraction, a-b-db, 5, 3, 1, 11, 120, 195, 195, 120, 117, 190, 2, 0.639205
395, 6, bw, attraction, a-b-da, 14, 3, 1, 12, 195, 120, 120, 195, 181, 111, 2, 1.40361
395, 6, bw, attraction, a-b-da, 14, 3, 1, 12, 195, 120, 120, 195, 181, 111, 3, 0.682509
395, 6, bw, attraction, a-b-da, 2, 2, 1, 13, 163, 89, 165, 90, 90, 165, 3, 1.8289
395, 6, bw, attraction, a-b-da, 2, 2, 1, 13, 163, 89, 165, 90, 90, 165, 1, 0.586252
395, 6, bw, attraction, a-b-da, 9, 3, 1, 14, 195, 120, 120, 195, 186, 114, 2, 1.22468
395, 6, bw, attraction, a-b-da, 9, 3, 1, 14, 195, 120, 120, 195, 186, 114, 1, 0.702252
395, 6, bw, catch, NA, 999, 999, 1, 15, 184, 131, 138, 117, 74, 121, 1, 1.03203
395, 6, bw, catch, NA, 999, 999, 1, 15, 184, 131, 138, 117, 74, 121, 3, 0.965696
395, 6, bw, attraction, a-b-db, 9, 1, 1, 16, 57, 129, 135, 60, 60, 135, 3, 1.57265
395, 6, bw, attraction, a-b-db, 9, 1, 1, 16, 57, 129, 135, 60, 60, 135, 1, 0.380091
395, 6, bw, attraction, a-b-da, 14, 1, 1, 17, 135, 60, 125, 56, 60, 135, 3, 1.87454
395, 6, bw, attraction, a-b-da, 14, 1, 1, 17, 135, 60, 125, 56, 60, 135, 1, 0.57392
395, 6, bw, attraction, a-b-db, 2, 3, 1, 18, 120, 195, 195, 120, 119, 193, 1, 1.74046
395, 6, bw, attraction, a-b-db, 2, 3, 1, 18, 120, 195, 195, 120, 119, 193, 2, 0.741171
395, 6, bw, filler, NA, 999, 999, 1, 19, 143, 71, 74, 188, 69, 69, 2, 1.2128
395, 6, bw, filler, NA, 999, 999, 1, 19, 143, 71, 74, 188, 69, 69, 3, 0.571084
395, 6, bw, filler, NA, 999, 999, 1, 20, 195, 119, 171, 59, 106, 180, 1, 0.882154
395, 6, bw, filler, NA, 999, 999, 1, 20, 195, 119, 171, 59, 106, 180, 2, 0.581939
395, 6, bw, attraction, a-b-db, 5, 1, 1, 21, 60, 135, 135, 60, 58, 132, 3, 1.75639
395, 6, bw, attraction, a-b-db, 5, 1, 1, 21, 60, 135, 135, 60, 58, 132, 2, 0.356467
395, 6, bw, attraction, a-b-db, 14, 2, 1, 22, 90, 165, 165, 90, 83, 153, 2, 0.971576
395, 6, bw, attraction, a-b-db, 14, 2, 1, 22, 90, 165, 165, 90, 83, 153, 1, 0.875296
395, 6, bw, attraction, a-b-da, 5, 3, 1, 23, 195, 120, 120, 195, 190, 117, 2, 1.24565
395, 6, bw, attraction, a-b-da, 5, 3, 1, 23, 195, 120, 120, 195, 190, 117, 1, 0.77052
395, 6, bw, attraction, a-b-db, 9, 2, 1, 24, 165, 90, 86, 157, 90, 165, 3, 0.881713
395, 6, bw, attraction, a-b-db, 9, 2, 1, 24, 165, 90, 86, 157, 90, 165, 2, 0.357273
395, 6, bw, attraction, a-b-db, 14, 3, 1, 25, 195, 120, 120, 195, 111, 181, 2, 0.796425
395, 6, bw, attraction, a-b-db, 14, 3, 1, 25, 195, 120, 120, 195, 111, 181, 1, 1.61949
395, 6, bw, attraction, a-b-db, 5, 2, 1, 26, 88, 161, 90, 165, 165, 90, 2, 1.07236
395, 6, bw, attraction, a-b-db, 5, 2, 1, 26, 88, 161, 90, 165, 165, 90, 1, 0.531878
395, 6, bw, attraction, a-b-da, 5, 1, 1, 27, 135, 60, 60, 135, 132, 58, 2, 1.0283
395, 6, bw, attraction, a-b-da, 5, 1, 1, 27, 135, 60, 60, 135, 132, 58, 1, 0.482019
395, 6, bw, filler, NA, 999, 999, 1, 28, 118, 119, 181, 81, 71, 93, 1, 3.86061
395, 6, bw, filler, NA, 999, 999, 1, 28, 118, 119, 181, 81, 71, 93, 3, 0.703821
395, 6, bw, filler, NA, 999, 999, 1, 29, 140, 65, 126, 141, 78, 90, 2, 1.07358
395, 6, bw, filler, NA, 999, 999, 1, 29, 140, 65, 126, 141, 78, 90, 3, 0.869244
395, 6, bw, filler, NA, 999, 999, 1, 30, 56, 189, 102, 192, 142, 120, 2, 0.736248
395, 6, bw, filler, NA, 999, 999, 1, 30, 56, 189, 102, 192, 142, 120, 1, 0.473958
395, 6, bw, attraction, a-b-db, 2, 1, 1, 31, 59, 134, 135, 60, 60, 135, 3, 2.20446
395, 6, bw, attraction, a-b-db, 2, 1, 1, 31, 59, 134, 135, 60, 60, 135, 1, 0.450363
395, 6, bw, catch, NA, 999, 999, 1, 32, 112, 143, 137, 178, 78, 117, 2, 1.09419
395, 6, bw, catch, NA, 999, 999, 1, 32, 112, 143, 137, 178, 78, 117, 3, 0.417178
395, 6, bw, attraction, a-b-db, 14, 1, 1, 33, 60, 135, 135, 60, 56, 125, 1, 0.934314
395, 6, bw, attraction, a-b-db, 14, 1, 1, 33, 60, 135, 135, 60, 56, 125, 2, 0.375976
395, 6, bw, filler, NA, 999, 999, 1, 34, 86, 120, 170, 149, 169, 143, 2, 0.926432
395, 6, bw, filler, NA, 999, 999, 1, 34, 86, 120, 170, 149, 169, 143, 1, 0.480182
395, 6, bw, catch, NA, 999, 999, 1, 35, 155, 160, 93, 102, 122, 133, 1, 0.746651
395, 6, bw, catch, NA, 999, 999, 1, 35, 155, 160, 93, 102, 122, 133, 2, 0.347689
395, 6, bw, filler, NA, 999, 999, 1, 36, 94, 185, 164, 107, 194, 101, 2, 0.747504
395, 6, bw, filler, NA, 999, 999, 1, 36, 94, 185, 164, 107, 194, 101, 3, 0.740582
395, 6, bw, attraction, a-b-da, 14, 2, 1, 37, 90, 165, 165, 90, 153, 83, 2, 0.660302
395, 6, bw, attraction, a-b-da, 14, 2, 1, 37, 90, 165, 165, 90, 153, 83, 3, 0.456806
395, 6, bw, attraction, a-b-da, 2, 1, 2, 1, 134, 59, 60, 135, 135, 60, 2, 0.763815
395, 6, bw, attraction, a-b-da, 2, 1, 2, 1, 134, 59, 60, 135, 135, 60, 3, 0.98821
395, 6, bw, filler, NA, 999, 999, 2, 2, 192, 111, 151, 157, 74, 172, 2, 1.10648
395, 6, bw, filler, NA, 999, 999, 2, 2, 192, 111, 151, 157, 74, 172, 3, 0.860798
