sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
207, 6, bw, practice, NA, 999, 999, 0, 1, 154, 182, 179, 73, 112, 188, 1, 3.42806
207, 6, bw, practice, NA, 999, 999, 0, 1, 154, 182, 179, 73, 112, 188, 2, 3.08733
207, 6, bw, practice, NA, 999, 999, 0, 2, 135, 62, 192, 101, 195, 137, 3, 2.43891
207, 6, bw, practice, NA, 999, 999, 0, 2, 135, 62, 192, 101, 195, 137, 1, 1.21116
207, 6, bw, practice, NA, 999, 999, 0, 3, 170, 56, 65, 161, 85, 119, 2, 6.26988
207, 6, bw, practice, NA, 999, 999, 0, 3, 170, 56, 65, 161, 85, 119, 1, 1.84845
207, 6, bw, attraction, a-b-da, 14, 3, 1, 1, 195, 120, 120, 195, 181, 111, 2, 5.00402
207, 6, bw, attraction, a-b-da, 14, 3, 1, 1, 195, 120, 120, 195, 181, 111, 3, 1.52174
207, 6, bw, attraction, a-b-db, 5, 3, 1, 2, 195, 120, 117, 190, 120, 195, 3, 4.29058
207, 6, bw, attraction, a-b-db, 5, 3, 1, 2, 195, 120, 117, 190, 120, 195, 1, 3.74854
207, 6, bw, catch, NA, 999, 999, 1, 3, 168, 147, 61, 134, 127, 128, 1, 1.54731
207, 6, bw, catch, NA, 999, 999, 1, 3, 168, 147, 61, 134, 127, 128, 2, 1.27617
207, 6, bw, filler, NA, 999, 999, 1, 4, 83, 182, 91, 167, 153, 69, 2, 2.92637
207, 6, bw, filler, NA, 999, 999, 1, 4, 83, 182, 91, 167, 153, 69, 3, 1.11944
207, 6, bw, attraction, a-b-db, 9, 2, 1, 5, 90, 165, 86, 157, 165, 90, 1, 2.5283
207, 6, bw, attraction, a-b-db, 9, 2, 1, 5, 90, 165, 86, 157, 165, 90, 2, 0.761424
207, 6, bw, attraction, a-b-db, 14, 3, 1, 6, 195, 120, 120, 195, 111, 181, 2, 1.80864
207, 6, bw, attraction, a-b-db, 14, 3, 1, 6, 195, 120, 120, 195, 111, 181, 3, 1.76662
207, 6, bw, attraction, a-b-da, 9, 3, 1, 7, 120, 195, 186, 114, 195, 120, 3, 7.45335
207, 6, bw, attraction, a-b-da, 9, 3, 1, 7, 120, 195, 186, 114, 195, 120, 2, 1.84833
207, 6, bw, attraction, a-b-db, 2, 1, 1, 8, 60, 135, 59, 134, 135, 60, 2, 4.8357
207, 6, bw, attraction, a-b-db, 2, 1, 1, 8, 60, 135, 59, 134, 135, 60, 3, 1.38403
207, 6, bw, attraction, a-b-da, 2, 2, 1, 9, 165, 90, 163, 89, 90, 165, 3, 3.33433
207, 6, bw, attraction, a-b-da, 2, 2, 1, 9, 165, 90, 163, 89, 90, 165, 1, 1.11128
207, 6, bw, attraction, a-b-da, 9, 1, 1, 10, 129, 57, 135, 60, 60, 135, 2, 3.84819
207, 6, bw, attraction, a-b-da, 9, 1, 1, 10, 129, 57, 135, 60, 60, 135, 1, 0.70024
207, 6, bw, filler, NA, 999, 999, 1, 11, 191, 158, 144, 142, 183, 95, 1, 1.73413
207, 6, bw, filler, NA, 999, 999, 1, 11, 191, 158, 144, 142, 183, 95, 3, 1.0315
207, 6, bw, attraction, a-b-db, 9, 3, 1, 12, 114, 186, 120, 195, 195, 120, 2, 1.81174
207, 6, bw, attraction, a-b-db, 9, 3, 1, 12, 114, 186, 120, 195, 195, 120, 1, 1.44987
207, 6, bw, catch, NA, 999, 999, 1, 13, 168, 147, 109, 86, 117, 138, 1, 1.15731
207, 6, bw, catch, NA, 999, 999, 1, 13, 168, 147, 109, 86, 117, 138, 2, 1.0778
207, 6, bw, filler, NA, 999, 999, 1, 14, 184, 78, 159, 95, 140, 110, 3, 4.43986
207, 6, bw, filler, NA, 999, 999, 1, 14, 184, 78, 159, 95, 140, 110, 1, 0.947928
207, 6, bw, attraction, a-b-db, 5, 2, 1, 15, 90, 165, 165, 90, 88, 161, 3, 3.13137
207, 6, bw, attraction, a-b-db, 5, 2, 1, 15, 90, 165, 165, 90, 88, 161, 1, 3.7403
207, 6, bw, attraction, a-b-da, 5, 2, 1, 16, 90, 165, 165, 90, 161, 88, 1, 3.82779
207, 6, bw, attraction, a-b-da, 5, 2, 1, 16, 90, 165, 165, 90, 161, 88, 3, 0.560583
207, 6, bw, attraction, a-b-da, 14, 1, 1, 17, 135, 60, 60, 135, 125, 56, 1, 7.73581
207, 6, bw, attraction, a-b-da, 14, 1, 1, 17, 135, 60, 60, 135, 125, 56, 3, 0.927224
207, 6, bw, attraction, a-b-db, 5, 1, 1, 18, 60, 135, 58, 132, 135, 60, 3, 5.51158
207, 6, bw, attraction, a-b-db, 5, 1, 1, 18, 60, 135, 58, 132, 135, 60, 1, 1.54444
207, 6, bw, attraction, a-b-db, 2, 2, 1, 19, 89, 163, 90, 165, 165, 90, 2, 4.14406
207, 6, bw, attraction, a-b-db, 2, 2, 1, 19, 89, 163, 90, 165, 165, 90, 3, 1.09606
207, 6, bw, attraction, a-b-da, 9, 2, 1, 20, 157, 86, 90, 165, 165, 90, 2, 1.78554
207, 6, bw, attraction, a-b-da, 9, 2, 1, 20, 157, 86, 90, 165, 165, 90, 1, 1.01696
207, 6, bw, filler, NA, 999, 999, 1, 21, 149, 176, 80, 150, 166, 70, 1, 1.30988
207, 6, bw, filler, NA, 999, 999, 1, 21, 149, 176, 80, 150, 166, 70, 2, 11.2562
207, 6, bw, attraction, a-b-db, 14, 2, 1, 22, 165, 90, 90, 165, 83, 153, 2, 3.18465
207, 6, bw, attraction, a-b-db, 14, 2, 1, 22, 165, 90, 90, 165, 83, 153, 3, 1.81558
207, 6, bw, attraction, a-b-da, 2, 3, 1, 23, 120, 195, 193, 119, 195, 120, 1, 3.44429
207, 6, bw, attraction, a-b-da, 2, 3, 1, 23, 120, 195, 193, 119, 195, 120, 2, 6.2805
207, 6, bw, attraction, a-b-da, 14, 2, 1, 24, 90, 165, 165, 90, 153, 83, 1, 5.27314
207, 6, bw, attraction, a-b-da, 14, 2, 1, 24, 90, 165, 165, 90, 153, 83, 3, 0.875537
207, 6, bw, attraction, a-b-db, 2, 3, 1, 25, 120, 195, 195, 120, 119, 193, 1, 2.82976
207, 6, bw, attraction, a-b-db, 2, 3, 1, 25, 120, 195, 195, 120, 119, 193, 3, 0.810969
207, 6, bw, filler, NA, 999, 999, 1, 26, 93, 107, 107, 159, 124, 176, 3, 1.11192
207, 6, bw, filler, NA, 999, 999, 1, 26, 93, 107, 107, 159, 124, 176, 1, 1.76231
207, 6, bw, filler, NA, 999, 999, 1, 27, 140, 144, 134, 93, 147, 123, 1, 1.05704
207, 6, bw, filler, NA, 999, 999, 1, 27, 140, 144, 134, 93, 147, 123, 2, 0.717259
207, 6, bw, attraction, a-b-da, 5, 1, 1, 28, 60, 135, 135, 60, 132, 58, 1, 2.6383
207, 6, bw, attraction, a-b-da, 5, 1, 1, 28, 60, 135, 135, 60, 132, 58, 3, 0.626725
207, 6, bw, filler, NA, 999, 999, 1, 29, 195, 136, 90, 146, 60, 157, 1, 0.591105
207, 6, bw, filler, NA, 999, 999, 1, 29, 195, 136, 90, 146, 60, 157, 3, 0.614391
207, 6, bw, attraction, a-b-da, 2, 1, 1, 30, 135, 60, 134, 59, 60, 135, 2, 2.1154
207, 6, bw, attraction, a-b-da, 2, 1, 1, 30, 135, 60, 134, 59, 60, 135, 1, 1.41337
207, 6, bw, attraction, a-b-db, 9, 1, 1, 31, 57, 129, 60, 135, 135, 60, 3, 2.91417
207, 6, bw, attraction, a-b-db, 9, 1, 1, 31, 57, 129, 60, 135, 135, 60, 2, 0.95597
207, 6, bw, filler, NA, 999, 999, 1, 32, 158, 90, 119, 174, 131, 145, 2, 1.08358
207, 6, bw, filler, NA, 999, 999, 1, 32, 158, 90, 119, 174, 131, 145, 1, 0.703223
207, 6, bw, filler, NA, 999, 999, 1, 33, 98, 83, 173, 153, 66, 174, 2, 0.792933
207, 6, bw, filler, NA, 999, 999, 1, 33, 98, 83, 173, 153, 66, 174, 1, 0.431961
207, 6, bw, attraction, a-b-db, 14, 1, 1, 34, 60, 135, 56, 125, 135, 60, 1, 1.02835
207, 6, bw, attraction, a-b-db, 14, 1, 1, 34, 60, 135, 56, 125, 135, 60, 2, 0.562092
207, 6, bw, filler, NA, 999, 999, 1, 35, 160, 170, 99, 165, 184, 102, 1, 0.633172
207, 6, bw, filler, NA, 999, 999, 1, 35, 160, 170, 99, 165, 184, 102, 2, 0.414965
207, 6, bw, catch, NA, 999, 999, 1, 36, 182, 133, 119, 76, 152, 103, 1, 0.82808
207, 6, bw, catch, NA, 999, 999, 1, 36, 182, 133, 119, 76, 152, 103, 2, 0.561869
207, 6, bw, attraction, a-b-da, 5, 3, 1, 37, 195, 120, 120, 195, 190, 117, 2, 0.768975
207, 6, bw, attraction, a-b-da, 5, 3, 1, 37, 195, 120, 120, 195, 190, 117, 3, 3.7534
207, 6, bw, filler, NA, 999, 999, 2, 1, 164, 80, 68, 104, 56, 137, 1, 1.93621
207, 6, bw, filler, NA, 999, 999, 2, 1, 164, 80, 68, 104, 56, 137, 2, 0.657513
207, 6, bw, attraction, a-b-da, 14, 1, 2, 2, 125, 56, 60, 135, 135, 60, 3, 1.8366
207, 6, bw, attraction, a-b-da, 14, 1, 2, 2, 125, 56, 60, 135, 135, 60, 1, 1.45794
207, 6, bw, attraction, a-b-da, 2, 2, 2, 3, 163, 89, 165, 90, 90, 165, 3, 1.83681
