sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
246, 6, wb, practice, NA, 999, 999, 0, 1, 94, 188, 184, 130, 101, 139, 3, 8.55785
246, 6, wb, practice, NA, 999, 999, 0, 1, 94, 188, 184, 130, 101, 139, 2, 1.68323
246, 6, wb, practice, NA, 999, 999, 0, 2, 97, 137, 193, 116, 98, 96, 3, 2.50159
246, 6, wb, practice, NA, 999, 999, 0, 2, 97, 137, 193, 116, 98, 96, 2, 1.24573
246, 6, wb, practice, NA, 999, 999, 0, 3, 129, 66, 86, 181, 101, 174, 1, 4.49545
246, 6, wb, practice, NA, 999, 999, 0, 3, 129, 66, 86, 181, 101, 174, 3, 1.5543
246, 6, wb, attraction, a-b-db, 14, 2, 1, 1, 83, 153, 165, 90, 90, 165, 1, 4.54039
246, 6, wb, attraction, a-b-db, 14, 2, 1, 1, 83, 153, 165, 90, 90, 165, 3, 0.724416
246, 6, wb, attraction, a-b-da, 2, 2, 1, 2, 163, 89, 165, 90, 90, 165, 2, 11.3807
246, 6, wb, attraction, a-b-da, 2, 2, 1, 2, 163, 89, 165, 90, 90, 165, 3, 1.08113
246, 6, wb, attraction, a-b-da, 5, 3, 1, 3, 190, 117, 120, 195, 195, 120, 1, 4.57938
246, 6, wb, attraction, a-b-da, 5, 3, 1, 3, 190, 117, 120, 195, 195, 120, 2, 1.7699
246, 6, wb, filler, NA, 999, 999, 1, 4, 131, 132, 136, 113, 69, 110, 3, 1.58473
246, 6, wb, filler, NA, 999, 999, 1, 4, 131, 132, 136, 113, 69, 110, 1, 1.31213
246, 6, wb, filler, NA, 999, 999, 1, 5, 191, 129, 79, 73, 131, 85, 2, 1.32108
246, 6, wb, filler, NA, 999, 999, 1, 5, 191, 129, 79, 73, 131, 85, 1, 0.682613
246, 6, wb, filler, NA, 999, 999, 1, 6, 148, 77, 126, 175, 133, 187, 1, 1.0689
246, 6, wb, filler, NA, 999, 999, 1, 6, 148, 77, 126, 175, 133, 187, 3, 0.961319
246, 6, wb, attraction, a-b-db, 2, 3, 1, 7, 120, 195, 195, 120, 119, 193, 2, 7.38418
246, 6, wb, attraction, a-b-db, 2, 3, 1, 7, 120, 195, 195, 120, 119, 193, 1, 0.685838
246, 6, wb, attraction, a-b-da, 9, 3, 1, 8, 186, 114, 120, 195, 195, 120, 1, 2.40038
246, 6, wb, attraction, a-b-da, 9, 3, 1, 8, 186, 114, 120, 195, 195, 120, 3, 3.97497
246, 6, wb, attraction, a-b-db, 2, 2, 1, 9, 90, 165, 89, 163, 165, 90, 3, 5.3563
246, 6, wb, attraction, a-b-db, 2, 2, 1, 9, 90, 165, 89, 163, 165, 90, 1, 2.43524
246, 6, wb, catch, NA, 999, 999, 1, 10, 60, 135, 134, 181, 143, 112, 1, 1.18295
246, 6, wb, catch, NA, 999, 999, 1, 10, 60, 135, 134, 181, 143, 112, 2, 0.926715
246, 6, wb, attraction, a-b-db, 2, 1, 1, 11, 135, 60, 59, 134, 60, 135, 3, 7.31894
246, 6, wb, attraction, a-b-db, 2, 1, 1, 11, 135, 60, 59, 134, 60, 135, 2, 0.879247
246, 6, wb, filler, NA, 999, 999, 1, 12, 164, 186, 152, 153, 108, 85, 3, 1.27364
246, 6, wb, filler, NA, 999, 999, 1, 12, 164, 186, 152, 153, 108, 85, 1, 0.581173
246, 6, wb, attraction, a-b-da, 2, 3, 1, 13, 120, 195, 193, 119, 195, 120, 2, 11.5717
246, 6, wb, attraction, a-b-da, 2, 3, 1, 13, 120, 195, 193, 119, 195, 120, 1, 0.768648
246, 6, wb, attraction, a-b-da, 9, 2, 1, 14, 90, 165, 157, 86, 165, 90, 2, 1.95162
246, 6, wb, attraction, a-b-da, 9, 2, 1, 14, 90, 165, 157, 86, 165, 90, 1, 2.36036
246, 6, wb, filler, NA, 999, 999, 1, 15, 178, 64, 70, 74, 148, 113, 2, 0.950969
246, 6, wb, filler, NA, 999, 999, 1, 15, 178, 64, 70, 74, 148, 113, 3, 0.456061
246, 6, wb, attraction, a-b-db, 9, 1, 1, 16, 135, 60, 60, 135, 57, 129, 3, 6.07502
246, 6, wb, attraction, a-b-db, 9, 1, 1, 16, 135, 60, 60, 135, 57, 129, 1, 0.901214
246, 6, wb, attraction, a-b-da, 14, 1, 1, 17, 60, 135, 135, 60, 125, 56, 3, 2.14289
246, 6, wb, attraction, a-b-da, 14, 1, 1, 17, 60, 135, 135, 60, 125, 56, 2, 3.91943
246, 6, wb, attraction, a-b-da, 2, 1, 1, 18, 134, 59, 135, 60, 60, 135, 1, 4.23148
246, 6, wb, attraction, a-b-da, 2, 1, 1, 18, 134, 59, 135, 60, 60, 135, 3, 1.67639
246, 6, wb, attraction, a-b-db, 14, 3, 1, 19, 195, 120, 120, 195, 111, 181, 3, 5.28627
246, 6, wb, attraction, a-b-db, 14, 3, 1, 19, 195, 120, 120, 195, 111, 181, 2, 0.880523
246, 6, wb, attraction, a-b-db, 5, 3, 1, 20, 120, 195, 117, 190, 195, 120, 2, 6.39495
246, 6, wb, attraction, a-b-db, 5, 3, 1, 20, 120, 195, 117, 190, 195, 120, 3, 1.32026
246, 6, wb, attraction, a-b-db, 5, 1, 1, 21, 135, 60, 60, 135, 58, 132, 2, 10.4252
246, 6, wb, attraction, a-b-db, 5, 1, 1, 21, 135, 60, 60, 135, 58, 132, 1, 2.05178
246, 6, wb, attraction, a-b-da, 9, 1, 1, 22, 129, 57, 135, 60, 60, 135, 3, 5.15112
246, 6, wb, attraction, a-b-da, 9, 1, 1, 22, 129, 57, 135, 60, 60, 135, 2, 8.26275
246, 6, wb, filler, NA, 999, 999, 1, 23, 119, 91, 69, 94, 123, 95, 2, 1.46359
246, 6, wb, filler, NA, 999, 999, 1, 23, 119, 91, 69, 94, 123, 95, 3, 1.04368
246, 6, wb, attraction, a-b-db, 9, 3, 1, 24, 195, 120, 114, 186, 120, 195, 2, 5.18331
246, 6, wb, attraction, a-b-db, 9, 3, 1, 24, 195, 120, 114, 186, 120, 195, 1, 0.949606
246, 6, wb, filler, NA, 999, 999, 1, 25, 193, 165, 137, 126, 72, 173, 3, 3.30133
246, 6, wb, filler, NA, 999, 999, 1, 25, 193, 165, 137, 126, 72, 173, 1, 0.847521
246, 6, wb, catch, NA, 999, 999, 1, 26, 111, 84, 153, 102, 186, 129, 1, 1.04324
246, 6, wb, catch, NA, 999, 999, 1, 26, 111, 84, 153, 102, 186, 129, 3, 0.600311
246, 6, wb, filler, NA, 999, 999, 1, 27, 175, 180, 171, 164, 154, 130, 3, 2.00593
246, 6, wb, filler, NA, 999, 999, 1, 27, 175, 180, 171, 164, 154, 130, 1, 1.83605
246, 6, wb, filler, NA, 999, 999, 1, 28, 183, 104, 146, 195, 69, 107, 3, 1.216
246, 6, wb, filler, NA, 999, 999, 1, 28, 183, 104, 146, 195, 69, 107, 2, 2.01425
246, 6, wb, attraction, a-b-db, 5, 2, 1, 29, 165, 90, 88, 161, 90, 165, 1, 4.85908
246, 6, wb, attraction, a-b-db, 5, 2, 1, 29, 165, 90, 88, 161, 90, 165, 3, 0.725945
246, 6, wb, catch, NA, 999, 999, 1, 30, 151, 104, 126, 69, 149, 166, 2, 0.806469
246, 6, wb, catch, NA, 999, 999, 1, 30, 151, 104, 126, 69, 149, 166, 3, 0.684753
246, 6, wb, attraction, a-b-db, 14, 1, 1, 31, 56, 125, 135, 60, 60, 135, 1, 1.83919
246, 6, wb, attraction, a-b-db, 14, 1, 1, 31, 56, 125, 135, 60, 60, 135, 3, 0.603914
246, 6, wb, attraction, a-b-da, 14, 3, 1, 32, 181, 111, 195, 120, 120, 195, 1, 4.24967
246, 6, wb, attraction, a-b-da, 14, 3, 1, 32, 181, 111, 195, 120, 120, 195, 3, 0.917666
246, 6, wb, attraction, a-b-da, 5, 2, 1, 33, 165, 90, 90, 165, 161, 88, 3, 7.64661
246, 6, wb, attraction, a-b-da, 5, 2, 1, 33, 165, 90, 90, 165, 161, 88, 2, 0.777596
246, 6, wb, filler, NA, 999, 999, 1, 34, 168, 85, 185, 92, 62, 180, 3, 2.63191
246, 6, wb, filler, NA, 999, 999, 1, 34, 168, 85, 185, 92, 62, 180, 2, 0.62909
246, 6, wb, attraction, a-b-db, 9, 2, 1, 35, 90, 165, 86, 157, 165, 90, 3, 4.57755
