sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
124, 6, wb, practice, NA, 999, 999, 0, 1, 170, 148, 131, 101, 91, 153, 2, 5.20121
124, 6, wb, practice, NA, 999, 999, 0, 1, 170, 148, 131, 101, 91, 153, 1, 2.33378
124, 6, wb, practice, NA, 999, 999, 0, 2, 57, 139, 70, 165, 152, 113, 1, 3.13903
124, 6, wb, practice, NA, 999, 999, 0, 2, 57, 139, 70, 165, 152, 113, 3, 1.2043
124, 6, wb, practice, NA, 999, 999, 0, 3, 62, 124, 108, 126, 186, 85, 1, 2.53342
124, 6, wb, practice, NA, 999, 999, 0, 3, 62, 124, 108, 126, 186, 85, 3, 6.9597
124, 6, wb, filler, NA, 999, 999, 1, 1, 103, 167, 181, 65, 128, 115, 2, 6.63548
124, 6, wb, filler, NA, 999, 999, 1, 1, 103, 167, 181, 65, 128, 115, 1, 2.13539
124, 6, wb, attraction, a-b-da, 14, 2, 1, 2, 165, 90, 153, 83, 90, 165, 2, 3.40723
124, 6, wb, attraction, a-b-da, 14, 2, 1, 2, 165, 90, 153, 83, 90, 165, 3, 4.9329
124, 6, wb, attraction, a-b-da, 2, 3, 1, 3, 195, 120, 120, 195, 193, 119, 3, 2.54803
124, 6, wb, attraction, a-b-da, 2, 3, 1, 3, 195, 120, 120, 195, 193, 119, 1, 3.66047
124, 6, wb, attraction, a-b-da, 5, 1, 1, 4, 60, 135, 135, 60, 132, 58, 3, 2.59057
124, 6, wb, attraction, a-b-da, 5, 1, 1, 4, 60, 135, 135, 60, 132, 58, 1, 3.2692
124, 6, wb, attraction, a-b-db, 14, 2, 1, 5, 90, 165, 83, 153, 165, 90, 2, 5.27938
124, 6, wb, attraction, a-b-db, 14, 2, 1, 5, 90, 165, 83, 153, 165, 90, 3, 4.00969
124, 6, wb, filler, NA, 999, 999, 1, 6, 77, 184, 120, 115, 164, 73, 3, 4.88574
124, 6, wb, filler, NA, 999, 999, 1, 6, 77, 184, 120, 115, 164, 73, 1, 6.46422
124, 6, wb, attraction, a-b-db, 2, 2, 1, 7, 89, 163, 165, 90, 90, 165, 1, 3.02537
124, 6, wb, attraction, a-b-db, 2, 2, 1, 7, 89, 163, 165, 90, 90, 165, 3, 3.3267
124, 6, wb, attraction, a-b-db, 14, 1, 1, 8, 56, 125, 60, 135, 135, 60, 1, 3.26214
124, 6, wb, attraction, a-b-db, 14, 1, 1, 8, 56, 125, 60, 135, 135, 60, 2, 2.52969
124, 6, wb, catch, NA, 999, 999, 1, 9, 99, 96, 152, 163, 108, 147, 1, 3.67335
124, 6, wb, catch, NA, 999, 999, 1, 9, 99, 96, 152, 163, 108, 147, 2, 0.812227
124, 6, wb, attraction, a-b-da, 14, 3, 1, 10, 120, 195, 181, 111, 195, 120, 2, 2.48124
124, 6, wb, attraction, a-b-da, 14, 3, 1, 10, 120, 195, 181, 111, 195, 120, 1, 2.19641
124, 6, wb, attraction, a-b-db, 2, 1, 1, 11, 135, 60, 60, 135, 59, 134, 3, 3.9137
124, 6, wb, attraction, a-b-db, 2, 1, 1, 11, 135, 60, 60, 135, 59, 134, 2, 6.80313
124, 6, wb, filler, NA, 999, 999, 1, 12, 178, 121, 92, 139, 126, 181, 2, 2.33486
124, 6, wb, filler, NA, 999, 999, 1, 12, 178, 121, 92, 139, 126, 181, 3, 3.11226
124, 6, wb, filler, NA, 999, 999, 1, 13, 170, 169, 105, 160, 109, 137, 3, 1.73652
124, 6, wb, filler, NA, 999, 999, 1, 13, 170, 169, 105, 160, 109, 137, 1, 1.11403
124, 6, wb, attraction, a-b-db, 5, 3, 1, 14, 195, 120, 117, 190, 120, 195, 2, 4.78683
124, 6, wb, attraction, a-b-db, 5, 3, 1, 14, 195, 120, 117, 190, 120, 195, 1, 3.77735
124, 6, wb, attraction, a-b-db, 9, 1, 1, 15, 135, 60, 60, 135, 57, 129, 3, 2.4468
124, 6, wb, attraction, a-b-db, 9, 1, 1, 15, 135, 60, 60, 135, 57, 129, 2, 4.67529
124, 6, wb, attraction, a-b-db, 9, 2, 1, 16, 165, 90, 86, 157, 90, 165, 2, 3.48447
124, 6, wb, attraction, a-b-db, 9, 2, 1, 16, 165, 90, 86, 157, 90, 165, 3, 9.71134
124, 6, wb, attraction, a-b-db, 14, 3, 1, 17, 195, 120, 120, 195, 111, 181, 3, 3.58156
124, 6, wb, attraction, a-b-db, 14, 3, 1, 17, 195, 120, 120, 195, 111, 181, 2, 5.39651
124, 6, wb, filler, NA, 999, 999, 1, 18, 74, 152, 90, 58, 137, 104, 2, 1.44874
124, 6, wb, filler, NA, 999, 999, 1, 18, 74, 152, 90, 58, 137, 104, 3, 1.98963
124, 6, wb, attraction, a-b-da, 9, 3, 1, 19, 120, 195, 186, 114, 195, 120, 2, 3.57158
124, 6, wb, attraction, a-b-da, 9, 3, 1, 19, 120, 195, 186, 114, 195, 120, 1, 3.05039
124, 6, wb, filler, NA, 999, 999, 1, 20, 188, 148, 149, 78, 159, 117, 2, 1.58138
124, 6, wb, filler, NA, 999, 999, 1, 20, 188, 148, 149, 78, 159, 117, 1, 0.5408
124, 6, wb, attraction, a-b-db, 5, 1, 1, 21, 60, 135, 58, 132, 135, 60, 2, 3.02076
124, 6, wb, attraction, a-b-db, 5, 1, 1, 21, 60, 135, 58, 132, 135, 60, 3, 3.53836
124, 6, wb, catch, NA, 999, 999, 1, 22, 158, 97, 88, 107, 189, 126, 2, 1.38588
124, 6, wb, catch, NA, 999, 999, 1, 22, 158, 97, 88, 107, 189, 126, 3, 0.841466
124, 6, wb, attraction, a-b-db, 2, 3, 1, 23, 119, 193, 195, 120, 120, 195, 1, 7.24518
124, 6, wb, attraction, a-b-db, 2, 3, 1, 23, 119, 193, 195, 120, 120, 195, 3, 13.0961
124, 6, wb, attraction, a-b-da, 14, 1, 1, 24, 60, 135, 135, 60, 125, 56, 3, 3.60609
124, 6, wb, attraction, a-b-da, 14, 1, 1, 24, 60, 135, 135, 60, 125, 56, 2, 4.94758
124, 6, wb, attraction, a-b-da, 5, 2, 1, 25, 161, 88, 165, 90, 90, 165, 1, 2.02582
124, 6, wb, attraction, a-b-da, 5, 2, 1, 25, 161, 88, 165, 90, 90, 165, 3, 1.84728
124, 6, wb, attraction, a-b-db, 9, 3, 1, 26, 114, 186, 120, 195, 195, 120, 1, 7.96254
124, 6, wb, attraction, a-b-db, 9, 3, 1, 26, 114, 186, 120, 195, 195, 120, 2, 1.42473
124, 6, wb, filler, NA, 999, 999, 1, 27, 90, 190, 184, 121, 61, 69, 3, 0.932882
124, 6, wb, filler, NA, 999, 999, 1, 27, 90, 190, 184, 121, 61, 69, 2, 0.854604
124, 6, wb, filler, NA, 999, 999, 1, 28, 149, 94, 122, 171, 64, 186, 3, 3.61821
124, 6, wb, filler, NA, 999, 999, 1, 28, 149, 94, 122, 171, 64, 186, 2, 1.23977
124, 6, wb, filler, NA, 999, 999, 1, 29, 164, 159, 135, 100, 169, 145, 2, 1.87527
124, 6, wb, filler, NA, 999, 999, 1, 29, 164, 159, 135, 100, 169, 145, 1, 3.90274
124, 6, wb, attraction, a-b-da, 2, 1, 1, 30, 134, 59, 60, 135, 135, 60, 2, 3.95942
124, 6, wb, attraction, a-b-da, 2, 1, 1, 30, 134, 59, 60, 135, 135, 60, 3, 3.59877
124, 6, wb, filler, NA, 999, 999, 1, 31, 83, 125, 140, 65, 177, 108, 2, 2.45155
124, 6, wb, filler, NA, 999, 999, 1, 31, 83, 125, 140, 65, 177, 108, 3, 1.35218
124, 6, wb, attraction, a-b-da, 9, 1, 1, 32, 135, 60, 60, 135, 129, 57, 3, 4.15965
124, 6, wb, attraction, a-b-da, 9, 1, 1, 32, 135, 60, 60, 135, 129, 57, 2, 1.28709
124, 6, wb, attraction, a-b-da, 9, 2, 1, 33, 165, 90, 157, 86, 90, 165, 2, 6.89717
124, 6, wb, attraction, a-b-da, 9, 2, 1, 33, 165, 90, 157, 86, 90, 165, 3, 0.762345
124, 6, wb, catch, NA, 999, 999, 1, 34, 185, 130, 91, 164, 65, 130, 3, 1.58532
124, 6, wb, catch, NA, 999, 999, 1, 34, 185, 130, 91, 164, 65, 130, 1, 1.40888
124, 6, wb, attraction, a-b-da, 2, 2, 1, 35, 163, 89, 90, 165, 165, 90, 1, 6.01384
124, 6, wb, attraction, a-b-da, 2, 2, 1, 35, 163, 89, 90, 165, 165, 90, 3, 1.97855
124, 6, wb, attraction, a-b-da, 5, 3, 1, 36, 190, 117, 120, 195, 195, 120, 1, 4.23256
124, 6, wb, attraction, a-b-da, 5, 3, 1, 36, 190, 117, 120, 195, 195, 120, 2, 5.19714
124, 6, wb, attraction, a-b-db, 5, 2, 1, 37, 90, 165, 165, 90, 88, 161, 2, 4.8574
124, 6, wb, attraction, a-b-db, 5, 2, 1, 37, 90, 165, 165, 90, 88, 161, 1, 0.476698
124, 6, wb, filler, NA, 999, 999, 2, 1, 148, 92, 107, 136, 154, 87, 3, 3.88699
124, 6, wb, filler, NA, 999, 999, 2, 1, 148, 92, 107, 136, 154, 87, 1, 0.953946
124, 6, wb, attraction, a-b-da, 14, 1, 2, 2, 135, 60, 60, 135, 125, 56, 3, 2.85753
124, 6, wb, attraction, a-b-da, 14, 1, 2, 2, 135, 60, 60, 135, 125, 56, 2, 2.00521
124, 6, wb, filler, NA, 999, 999, 2, 3, 77, 170, 93, 155, 143, 97, 3, 8.01855
124, 6, wb, filler, NA, 999, 999, 2, 3, 77, 170, 93, 155, 143, 97, 2, 1.19061
124, 6, wb, attraction, a-b-db, 9, 3, 2, 4, 195, 120, 120, 195, 114, 186, 3, 2.32416
124, 6, wb, attraction, a-b-db, 9, 3, 2, 4, 195, 120, 120, 195, 114, 186, 2, 1.57354
124, 6, wb, filler, NA, 999, 999, 2, 5, 181, 65, 66, 82, 183, 177, 2, 1.16363
124, 6, wb, filler, NA, 999, 999, 2, 5, 181, 65, 66, 82, 183, 177, 3, 1.00388
124, 6, wb, attraction, a-b-db, 5, 1, 2, 6, 58, 132, 135, 60, 60, 135, 1, 6.95346
124, 6, wb, attraction, a-b-db, 5, 1, 2, 6, 58, 132, 135, 60, 60, 135, 3, 0.65654
124, 6, wb, filler, NA, 999, 999, 2, 7, 81, 152, 157, 110, 61, 117, 3, 1.16367
124, 6, wb, filler, NA, 999, 999, 2, 7, 81, 152, 157, 110, 61, 117, 2, 0.972031
124, 6, wb, attraction, a-b-da, 5, 3, 2, 8, 190, 117, 195, 120, 120, 195, 1, 8.62687
124, 6, wb, attraction, a-b-da, 5, 3, 2, 8, 190, 117, 195, 120, 120, 195, 2, 3.21421
124, 6, wb, attraction, a-b-db, 14, 2, 2, 9, 90, 165, 165, 90, 83, 153, 3, 3.02653
124, 6, wb, attraction, a-b-db, 14, 2, 2, 9, 90, 165, 165, 90, 83, 153, 2, 3.50352
124, 6, wb, attraction, a-b-db, 14, 3, 2, 10, 195, 120, 111, 181, 120, 195, 2, 3.77626
124, 6, wb, attraction, a-b-db, 14, 3, 2, 10, 195, 120, 111, 181, 120, 195, 3, 0.567149
124, 6, wb, attraction, a-b-da, 9, 3, 2, 11, 120, 195, 186, 114, 195, 120, 2, 2.07017
124, 6, wb, attraction, a-b-da, 9, 3, 2, 11, 120, 195, 186, 114, 195, 120, 3, 3.05023
124, 6, wb, attraction, a-b-da, 14, 2, 2, 12, 90, 165, 165, 90, 153, 83, 3, 2.42114
124, 6, wb, attraction, a-b-da, 14, 2, 2, 12, 90, 165, 165, 90, 153, 83, 2, 2.78656
124, 6, wb, attraction, a-b-db, 14, 1, 2, 13, 56, 125, 135, 60, 60, 135, 1, 1.45615
