sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
14, 1, wb, practice, NA, 999, 999, 0, 1, 174, 65, 151, 136, 112, 105, 1, 12.2753
14, 1, wb, practice, NA, 999, 999, 0, 1, 174, 65, 151, 136, 112, 105, 2, 1.98816
14, 1, wb, practice, NA, 999, 999, 0, 2, 127, 186, 128, 133, 172, 88, 3, 12.1284
14, 1, wb, practice, NA, 999, 999, 0, 2, 127, 186, 128, 133, 172, 88, 1, 1.67725
14, 1, wb, practice, NA, 999, 999, 0, 3, 167, 96, 183, 96, 72, 181, 3, 4.36443
14, 1, wb, practice, NA, 999, 999, 0, 3, 167, 96, 183, 96, 72, 181, 2, 4.25971
14, 1, wb, filler, NA, 999, 999, 1, 1, 70, 126, 135, 155, 166, 92, 1, 3.09995
14, 1, wb, filler, NA, 999, 999, 1, 1, 70, 126, 135, 155, 166, 92, 2, 1.92616
14, 1, wb, filler, NA, 999, 999, 1, 2, 155, 80, 121, 95, 78, 178, 2, 10.1883
14, 1, wb, filler, NA, 999, 999, 1, 2, 155, 80, 121, 95, 78, 178, 3, 4.1703
14, 1, wb, attraction, a-b-db, 14, 1, 1, 3, 56, 125, 60, 135, 135, 60, 3, 31.6977
14, 1, wb, attraction, a-b-db, 14, 1, 1, 3, 56, 125, 60, 135, 135, 60, 2, 2.32191
14, 1, wb, attraction, a-b-da, 9, 1, 1, 4, 60, 135, 135, 60, 129, 57, 3, 30.8906
14, 1, wb, attraction, a-b-da, 9, 1, 1, 4, 60, 135, 135, 60, 129, 57, 1, 4.28466
14, 1, wb, filler, NA, 999, 999, 1, 5, 77, 143, 69, 85, 123, 74, 2, 6.15954
14, 1, wb, filler, NA, 999, 999, 1, 5, 77, 143, 69, 85, 123, 74, 1, 12.287
14, 1, wb, filler, NA, 999, 999, 1, 6, 64, 73, 170, 178, 108, 142, 1, 4.05295
14, 1, wb, filler, NA, 999, 999, 1, 6, 64, 73, 170, 178, 108, 142, 2, 2.58522
14, 1, wb, attraction, a-b-da, 14, 1, 1, 7, 60, 135, 135, 60, 125, 56, 3, 15.7262
14, 1, wb, attraction, a-b-da, 14, 1, 1, 7, 60, 135, 135, 60, 125, 56, 1, 8.47657
14, 1, wb, attraction, a-b-da, 2, 1, 1, 8, 60, 135, 135, 60, 134, 59, 3, 23.4691
14, 1, wb, attraction, a-b-da, 2, 1, 1, 8, 60, 135, 135, 60, 134, 59, 1, 6.15545
14, 1, wb, attraction, a-b-db, 2, 3, 1, 9, 120, 195, 195, 120, 119, 193, 3, 22.911
14, 1, wb, attraction, a-b-db, 2, 3, 1, 9, 120, 195, 195, 120, 119, 193, 1, 8.30096
14, 1, wb, attraction, a-b-da, 14, 3, 1, 10, 195, 120, 181, 111, 120, 195, 2, 8.01362
14, 1, wb, attraction, a-b-da, 14, 3, 1, 10, 195, 120, 181, 111, 120, 195, 3, 4.62432
14, 1, wb, attraction, a-b-da, 5, 1, 1, 11, 135, 60, 132, 58, 60, 135, 2, 6.46651
14, 1, wb, attraction, a-b-da, 5, 1, 1, 11, 135, 60, 132, 58, 60, 135, 3, 5.09391
14, 1, wb, catch, NA, 999, 999, 1, 12, 157, 98, 96, 99, 139, 176, 2, 10.2466
14, 1, wb, catch, NA, 999, 999, 1, 12, 157, 98, 96, 99, 139, 176, 3, 5.94524
14, 1, wb, attraction, a-b-db, 5, 1, 1, 13, 60, 135, 58, 132, 135, 60, 2, 23.7132
14, 1, wb, attraction, a-b-db, 5, 1, 1, 13, 60, 135, 58, 132, 135, 60, 1, 2.86163
14, 1, wb, attraction, a-b-db, 9, 1, 1, 14, 57, 129, 135, 60, 60, 135, 2, 28.5908
14, 1, wb, attraction, a-b-db, 9, 1, 1, 14, 57, 129, 135, 60, 60, 135, 3, 3.47919
14, 1, wb, catch, NA, 999, 999, 1, 15, 100, 155, 135, 60, 163, 152, 2, 7.60093
14, 1, wb, catch, NA, 999, 999, 1, 15, 100, 155, 135, 60, 163, 152, 3, 1.98914
14, 1, wb, filler, NA, 999, 999, 1, 16, 144, 174, 138, 166, 62, 118, 3, 5.32521
14, 1, wb, filler, NA, 999, 999, 1, 16, 144, 174, 138, 166, 62, 118, 2, 17.6435
14, 1, wb, catch, NA, 999, 999, 1, 17, 136, 119, 153, 162, 67, 128, 3, 3.18072
14, 1, wb, catch, NA, 999, 999, 1, 17, 136, 119, 153, 162, 67, 128, 2, 1.02064
14, 1, wb, attraction, a-b-db, 14, 2, 1, 18, 165, 90, 83, 153, 90, 165, 2, 5.15795
14, 1, wb, attraction, a-b-db, 14, 2, 1, 18, 165, 90, 83, 153, 90, 165, 3, 3.94371
14, 1, wb, filler, NA, 999, 999, 1, 19, 169, 128, 142, 73, 125, 132, 2, 4.68612
14, 1, wb, filler, NA, 999, 999, 1, 19, 169, 128, 142, 73, 125, 132, 1, 2.22609
14, 1, wb, attraction, a-b-db, 5, 2, 1, 20, 165, 90, 90, 165, 88, 161, 1, 4.92673
14, 1, wb, attraction, a-b-db, 5, 2, 1, 20, 165, 90, 90, 165, 88, 161, 2, 5.75065
14, 1, wb, attraction, a-b-da, 5, 3, 1, 21, 195, 120, 190, 117, 120, 195, 3, 28.9644
14, 1, wb, attraction, a-b-da, 5, 3, 1, 21, 195, 120, 190, 117, 120, 195, 2, 3.83009
14, 1, wb, filler, NA, 999, 999, 1, 22, 76, 195, 194, 194, 65, 92, 3, 2.05645
14, 1, wb, filler, NA, 999, 999, 1, 22, 76, 195, 194, 194, 65, 92, 2, 2.77525
14, 1, wb, attraction, a-b-da, 9, 3, 1, 23, 186, 114, 120, 195, 195, 120, 1, 7.73415
14, 1, wb, attraction, a-b-da, 9, 3, 1, 23, 186, 114, 120, 195, 195, 120, 2, 2.54075
14, 1, wb, attraction, a-b-da, 14, 2, 1, 24, 153, 83, 165, 90, 90, 165, 1, 3.6043
14, 1, wb, attraction, a-b-da, 14, 2, 1, 24, 153, 83, 165, 90, 90, 165, 3, 3.70799
14, 1, wb, attraction, a-b-db, 9, 2, 1, 25, 86, 157, 165, 90, 90, 165, 1, 8.3693
14, 1, wb, attraction, a-b-db, 9, 2, 1, 25, 86, 157, 165, 90, 90, 165, 3, 3.16196
14, 1, wb, attraction, a-b-da, 2, 3, 1, 26, 195, 120, 120, 195, 193, 119, 3, 4.82314
14, 1, wb, attraction, a-b-da, 2, 3, 1, 26, 195, 120, 120, 195, 193, 119, 2, 4.3565
14, 1, wb, attraction, a-b-db, 5, 3, 1, 27, 120, 195, 195, 120, 117, 190, 3, 6.59394
14, 1, wb, attraction, a-b-db, 5, 3, 1, 27, 120, 195, 195, 120, 117, 190, 1, 2.12153
14, 1, wb, filler, NA, 999, 999, 1, 28, 103, 148, 178, 160, 113, 188, 1, 2.20449
14, 1, wb, filler, NA, 999, 999, 1, 28, 103, 148, 178, 160, 113, 188, 2, 1.12175
14, 1, wb, attraction, a-b-db, 9, 3, 1, 29, 114, 186, 195, 120, 120, 195, 1, 9.64268
14, 1, wb, attraction, a-b-db, 9, 3, 1, 29, 114, 186, 195, 120, 120, 195, 3, 4.45899
