sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
244, 1, wb, practice, NA, 999, 999, 0, 1, 81, 104, 75, 128, 191, 134, 1, 4.21099
244, 1, wb, practice, NA, 999, 999, 0, 1, 81, 104, 75, 128, 191, 134, 3, 1.79124
244, 1, wb, practice, NA, 999, 999, 0, 2, 85, 89, 67, 96, 191, 77, 2, 2.156
244, 1, wb, practice, NA, 999, 999, 0, 2, 85, 89, 67, 96, 191, 77, 3, 2.11438
244, 1, wb, practice, NA, 999, 999, 0, 3, 181, 79, 130, 158, 146, 57, 3, 2.32012
244, 1, wb, practice, NA, 999, 999, 0, 3, 181, 79, 130, 158, 146, 57, 2, 1.57982
244, 1, wb, attraction, a-b-db, 14, 2, 1, 1, 165, 90, 90, 165, 83, 153, 3, 2.17934
244, 1, wb, attraction, a-b-db, 14, 2, 1, 1, 165, 90, 90, 165, 83, 153, 1, 1.93062
244, 1, wb, attraction, a-b-db, 2, 2, 1, 2, 165, 90, 89, 163, 90, 165, 3, 2.30662
244, 1, wb, attraction, a-b-db, 2, 2, 1, 2, 165, 90, 89, 163, 90, 165, 2, 1.74838
244, 1, wb, attraction, a-b-db, 9, 2, 1, 3, 90, 165, 165, 90, 86, 157, 3, 1.90779
244, 1, wb, attraction, a-b-db, 9, 2, 1, 3, 90, 165, 165, 90, 86, 157, 1, 1.12579
244, 1, wb, attraction, a-b-da, 5, 1, 1, 4, 135, 60, 132, 58, 60, 135, 1, 1.7901
244, 1, wb, attraction, a-b-da, 5, 1, 1, 4, 135, 60, 132, 58, 60, 135, 3, 1.1809
244, 1, wb, attraction, a-b-da, 14, 2, 1, 5, 153, 83, 165, 90, 90, 165, 1, 1.61912
244, 1, wb, attraction, a-b-da, 14, 2, 1, 5, 153, 83, 165, 90, 90, 165, 3, 1.04923
244, 1, wb, filler, NA, 999, 999, 1, 6, 138, 132, 156, 149, 87, 79, 3, 1.26088
244, 1, wb, filler, NA, 999, 999, 1, 6, 138, 132, 156, 149, 87, 79, 2, 0.913123
