sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
36, 3, wb, practice, NA, 999, 999, 0, 1, 94, 171, 177, 128, 182, 138, 1, 2.05698
36, 3, wb, practice, NA, 999, 999, 0, 1, 94, 171, 177, 128, 182, 138, 3, 2.17237
36, 3, wb, practice, NA, 999, 999, 0, 2, 167, 73, 58, 122, 181, 98, 2, 1.67788
36, 3, wb, practice, NA, 999, 999, 0, 2, 167, 73, 58, 122, 181, 98, 3, 0.986873
36, 3, wb, practice, NA, 999, 999, 0, 3, 133, 153, 66, 80, 185, 95, 2, 1.20015
36, 3, wb, practice, NA, 999, 999, 0, 3, 133, 153, 66, 80, 185, 95, 1, 1.83795
36, 3, wb, filler, NA, 999, 999, 1, 1, 166, 147, 133, 186, 169, 57, 3, 1.78295
36, 3, wb, filler, NA, 999, 999, 1, 1, 166, 147, 133, 186, 169, 57, 2, 1.11821
36, 3, wb, filler, NA, 999, 999, 1, 2, 156, 56, 182, 156, 139, 149, 1, 1.82324
36, 3, wb, filler, NA, 999, 999, 1, 2, 156, 56, 182, 156, 139, 149, 2, 1.42053
36, 3, wb, attraction, a-b-da, 5, 3, 1, 3, 190, 117, 195, 120, 120, 195, 1, 2.44136
36, 3, wb, attraction, a-b-da, 5, 3, 1, 3, 190, 117, 195, 120, 120, 195, 2, 1.09384
36, 3, wb, attraction, a-b-db, 5, 2, 1, 4, 88, 161, 90, 165, 165, 90, 3, 2.94352
36, 3, wb, attraction, a-b-db, 5, 2, 1, 4, 88, 161, 90, 165, 165, 90, 2, 0.631875
36, 3, wb, catch, NA, 999, 999, 1, 5, 106, 89, 188, 127, 92, 163, 1, 1.37239
36, 3, wb, catch, NA, 999, 999, 1, 5, 106, 89, 188, 127, 92, 163, 2, 1.16384
36, 3, wb, attraction, a-b-db, 9, 3, 1, 6, 195, 120, 120, 195, 114, 186, 1, 1.94673
36, 3, wb, attraction, a-b-db, 9, 3, 1, 6, 195, 120, 120, 195, 114, 186, 2, 1.22744
36, 3, wb, filler, NA, 999, 999, 1, 7, 183, 117, 69, 120, 112, 132, 2, 0.967583
36, 3, wb, filler, NA, 999, 999, 1, 7, 183, 117, 69, 120, 112, 132, 1, 0.52002
36, 3, wb, attraction, a-b-db, 2, 1, 1, 8, 60, 135, 59, 134, 135, 60, 3, 4.64904
36, 3, wb, attraction, a-b-db, 2, 1, 1, 8, 60, 135, 59, 134, 135, 60, 1, 0.492954
36, 3, wb, attraction, a-b-da, 9, 1, 1, 9, 60, 135, 135, 60, 129, 57, 3, 1.52676
36, 3, wb, attraction, a-b-da, 9, 1, 1, 9, 60, 135, 135, 60, 129, 57, 1, 1.76823
36, 3, wb, attraction, a-b-da, 2, 1, 1, 10, 134, 59, 60, 135, 135, 60, 1, 1.99096
36, 3, wb, attraction, a-b-da, 2, 1, 1, 10, 134, 59, 60, 135, 135, 60, 2, 0.66982
36, 3, wb, attraction, a-b-db, 2, 3, 1, 11, 120, 195, 195, 120, 119, 193, 2, 2.14469
36, 3, wb, attraction, a-b-db, 2, 3, 1, 11, 120, 195, 195, 120, 119, 193, 3, 1.36134
36, 3, wb, attraction, a-b-da, 2, 2, 1, 12, 163, 89, 90, 165, 165, 90, 1, 1.6482
36, 3, wb, attraction, a-b-da, 2, 2, 1, 12, 163, 89, 90, 165, 165, 90, 2, 0.565026
36, 3, wb, attraction, a-b-da, 2, 3, 1, 13, 195, 120, 193, 119, 120, 195, 1, 2.40407
36, 3, wb, attraction, a-b-da, 2, 3, 1, 13, 195, 120, 193, 119, 120, 195, 3, 0.730833
36, 3, wb, catch, NA, 999, 999, 1, 14, 182, 133, 91, 104, 148, 107, 2, 1.02702
36, 3, wb, catch, NA, 999, 999, 1, 14, 182, 133, 91, 104, 148, 107, 1, 0.464642
36, 3, wb, filler, NA, 999, 999, 1, 15, 87, 192, 157, 138, 114, 89, 3, 1.66779
36, 3, wb, filler, NA, 999, 999, 1, 15, 87, 192, 157, 138, 114, 89, 2, 0.759889
36, 3, wb, attraction, a-b-da, 5, 1, 1, 16, 135, 60, 60, 135, 132, 58, 1, 1.21502
36, 3, wb, attraction, a-b-da, 5, 1, 1, 16, 135, 60, 60, 135, 132, 58, 2, 0.453169
36, 3, wb, attraction, a-b-db, 9, 1, 1, 17, 60, 135, 57, 129, 135, 60, 1, 2.13705
36, 3, wb, attraction, a-b-db, 9, 1, 1, 17, 60, 135, 57, 129, 135, 60, 3, 1.61833
36, 3, wb, attraction, a-b-da, 14, 2, 1, 18, 153, 83, 90, 165, 165, 90, 1, 1.12717
36, 3, wb, attraction, a-b-da, 14, 2, 1, 18, 153, 83, 90, 165, 165, 90, 2, 0.480858
36, 3, wb, attraction, a-b-da, 14, 3, 1, 19, 120, 195, 195, 120, 181, 111, 3, 1.45919
36, 3, wb, attraction, a-b-da, 14, 3, 1, 19, 120, 195, 195, 120, 181, 111, 1, 0.695351
36, 3, wb, attraction, a-b-db, 5, 3, 1, 20, 120, 195, 195, 120, 117, 190, 1, 1.20117
36, 3, wb, attraction, a-b-db, 5, 3, 1, 20, 120, 195, 195, 120, 117, 190, 2, 0.839991
36, 3, wb, attraction, a-b-db, 9, 2, 1, 21, 165, 90, 90, 165, 86, 157, 1, 2.22041
36, 3, wb, attraction, a-b-db, 9, 2, 1, 21, 165, 90, 90, 165, 86, 157, 2, 2.05033
36, 3, wb, filler, NA, 999, 999, 1, 22, 149, 80, 66, 70, 131, 149, 2, 1.61366
36, 3, wb, filler, NA, 999, 999, 1, 22, 149, 80, 66, 70, 131, 149, 3, 0.483775
36, 3, wb, attraction, a-b-db, 14, 3, 1, 23, 195, 120, 120, 195, 111, 181, 3, 2.82228
36, 3, wb, attraction, a-b-db, 14, 3, 1, 23, 195, 120, 120, 195, 111, 181, 2, 1.49149
