sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
331, 3, bw, practice, NA, 999, 999, 0, 1, 93, 129, 170, 156, 81, 188, 2, 3.79884
331, 3, bw, practice, NA, 999, 999, 0, 1, 93, 129, 170, 156, 81, 188, 1, 1.90998
331, 3, bw, practice, NA, 999, 999, 0, 2, 132, 171, 87, 114, 60, 125, 1, 3.94771
331, 3, bw, practice, NA, 999, 999, 0, 2, 132, 171, 87, 114, 60, 125, 3, 4.13253
331, 3, bw, practice, NA, 999, 999, 0, 3, 115, 117, 187, 182, 171, 79, 2, 3.03267
331, 3, bw, practice, NA, 999, 999, 0, 3, 115, 117, 187, 182, 171, 79, 3, 2.70913
331, 3, bw, attraction, a-b-da, 14, 3, 1, 1, 181, 111, 120, 195, 195, 120, 2, 3.32222
331, 3, bw, attraction, a-b-da, 14, 3, 1, 1, 181, 111, 120, 195, 195, 120, 1, 1.73904
331, 3, bw, attraction, a-b-db, 14, 3, 1, 2, 120, 195, 111, 181, 195, 120, 1, 3.91508
331, 3, bw, attraction, a-b-db, 14, 3, 1, 2, 120, 195, 111, 181, 195, 120, 3, 3.76463
331, 3, bw, attraction, a-b-da, 9, 2, 1, 3, 157, 86, 165, 90, 90, 165, 3, 2.65866
331, 3, bw, attraction, a-b-da, 9, 2, 1, 3, 157, 86, 165, 90, 90, 165, 1, 3.39038
331, 3, bw, attraction, a-b-da, 9, 3, 1, 4, 195, 120, 186, 114, 120, 195, 3, 1.26808
331, 3, bw, attraction, a-b-da, 9, 3, 1, 4, 195, 120, 186, 114, 120, 195, 2, 1.28823
331, 3, bw, attraction, a-b-da, 5, 2, 1, 5, 161, 88, 165, 90, 90, 165, 3, 3.49041
331, 3, bw, attraction, a-b-da, 5, 2, 1, 5, 161, 88, 165, 90, 90, 165, 2, 1.10065
331, 3, bw, filler, NA, 999, 999, 1, 6, 187, 157, 189, 136, 155, 66, 1, 1.59829
331, 3, bw, filler, NA, 999, 999, 1, 6, 187, 157, 189, 136, 155, 66, 3, 1.01317
331, 3, bw, attraction, a-b-da, 2, 1, 1, 7, 135, 60, 134, 59, 60, 135, 3, 3.36997
331, 3, bw, attraction, a-b-da, 2, 1, 1, 7, 135, 60, 134, 59, 60, 135, 2, 0.937634
331, 3, bw, filler, NA, 999, 999, 1, 8, 89, 128, 112, 78, 110, 191, 3, 1.1059
331, 3, bw, filler, NA, 999, 999, 1, 8, 89, 128, 112, 78, 110, 191, 2, 1.02824
331, 3, bw, attraction, a-b-db, 9, 1, 1, 9, 57, 129, 60, 135, 135, 60, 2, 1.93649
331, 3, bw, attraction, a-b-db, 9, 1, 1, 9, 57, 129, 60, 135, 135, 60, 1, 1.03389
331, 3, bw, filler, NA, 999, 999, 1, 10, 167, 139, 96, 102, 66, 107, 1, 1.03011
331, 3, bw, filler, NA, 999, 999, 1, 10, 167, 139, 96, 102, 66, 107, 3, 1.0598
331, 3, bw, attraction, a-b-db, 9, 3, 1, 11, 114, 186, 195, 120, 120, 195, 3, 1.31875
331, 3, bw, attraction, a-b-db, 9, 3, 1, 11, 114, 186, 195, 120, 120, 195, 2, 2.10522
331, 3, bw, catch, NA, 999, 999, 1, 12, 150, 165, 135, 60, 122, 133, 1, 1.58637
331, 3, bw, catch, NA, 999, 999, 1, 12, 150, 165, 135, 60, 122, 133, 2, 0.993766
331, 3, bw, attraction, a-b-da, 5, 3, 1, 13, 190, 117, 120, 195, 195, 120, 2, 2.34342
331, 3, bw, attraction, a-b-da, 5, 3, 1, 13, 190, 117, 120, 195, 195, 120, 1, 0.688083
331, 3, bw, attraction, a-b-db, 9, 2, 1, 14, 90, 165, 86, 157, 165, 90, 2, 2.63425
331, 3, bw, attraction, a-b-db, 9, 2, 1, 14, 90, 165, 86, 157, 165, 90, 3, 0.943484
331, 3, bw, attraction, a-b-db, 2, 1, 1, 15, 135, 60, 59, 134, 60, 135, 2, 2.14316
331, 3, bw, attraction, a-b-db, 2, 1, 1, 15, 135, 60, 59, 134, 60, 135, 1, 1.07978
331, 3, bw, attraction, a-b-da, 14, 2, 1, 16, 90, 165, 165, 90, 153, 83, 1, 2.06606
331, 3, bw, attraction, a-b-da, 14, 2, 1, 16, 90, 165, 165, 90, 153, 83, 3, 0.742084
331, 3, bw, filler, NA, 999, 999, 1, 17, 120, 81, 193, 86, 193, 129, 3, 0.829696
331, 3, bw, filler, NA, 999, 999, 1, 17, 120, 81, 193, 86, 193, 129, 1, 0.619396
