sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
127, 3, bw, practice, NA, 999, 999, 0, 1, 104, 69, 70, 61, 85, 188, 3, 3.49939
127, 3, bw, practice, NA, 999, 999, 0, 1, 104, 69, 70, 61, 85, 188, 2, 2.61462
127, 3, bw, practice, NA, 999, 999, 0, 2, 102, 124, 165, 123, 110, 95, 2, 1.48789
127, 3, bw, practice, NA, 999, 999, 0, 2, 102, 124, 165, 123, 110, 95, 3, 2.13069
127, 3, bw, practice, NA, 999, 999, 0, 3, 191, 144, 85, 142, 142, 78, 1, 1.44796
127, 3, bw, practice, NA, 999, 999, 0, 3, 191, 144, 85, 142, 142, 78, 3, 2.34348
127, 3, bw, filler, NA, 999, 999, 1, 1, 147, 81, 76, 76, 170, 187, 3, 1.81869
127, 3, bw, filler, NA, 999, 999, 1, 1, 147, 81, 76, 76, 170, 187, 2, 1.54468
127, 3, bw, filler, NA, 999, 999, 1, 2, 93, 77, 157, 146, 69, 139, 2, 1.15214
127, 3, bw, filler, NA, 999, 999, 1, 2, 93, 77, 157, 146, 69, 139, 1, 1.52918
127, 3, bw, filler, NA, 999, 999, 1, 3, 60, 126, 178, 135, 189, 184, 3, 1.33729
127, 3, bw, filler, NA, 999, 999, 1, 3, 60, 126, 178, 135, 189, 184, 1, 1.70692
127, 3, bw, attraction, a-b-db, 5, 2, 1, 4, 165, 90, 88, 161, 90, 165, 2, 2.65231
127, 3, bw, attraction, a-b-db, 5, 2, 1, 4, 165, 90, 88, 161, 90, 165, 1, 2.25669
127, 3, bw, filler, NA, 999, 999, 1, 5, 93, 166, 168, 177, 111, 134, 2, 1.10797
127, 3, bw, filler, NA, 999, 999, 1, 5, 93, 166, 168, 177, 111, 134, 3, 4.6943
127, 3, bw, attraction, a-b-db, 5, 1, 1, 6, 58, 132, 135, 60, 60, 135, 3, 2.67879
127, 3, bw, attraction, a-b-db, 5, 1, 1, 6, 58, 132, 135, 60, 60, 135, 1, 2.41786
127, 3, bw, attraction, a-b-db, 2, 2, 1, 7, 90, 165, 89, 163, 165, 90, 2, 2.51037
127, 3, bw, attraction, a-b-db, 2, 2, 1, 7, 90, 165, 89, 163, 165, 90, 3, 1.1603
127, 3, bw, attraction, a-b-db, 9, 3, 1, 8, 114, 186, 195, 120, 120, 195, 2, 1.36704
127, 3, bw, attraction, a-b-db, 9, 3, 1, 8, 114, 186, 195, 120, 120, 195, 1, 0.919476
127, 3, bw, attraction, a-b-db, 5, 3, 1, 9, 195, 120, 117, 190, 120, 195, 2, 4.7205
