sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
136, 2, wb, practice, NA, 999, 999, 0, 1, 85, 130, 70, 131, 177, 157, 2, 2.93982
136, 2, wb, practice, NA, 999, 999, 0, 1, 85, 130, 70, 131, 177, 157, 3, 2.65427
136, 2, wb, practice, NA, 999, 999, 0, 2, 188, 76, 58, 135, 130, 124, 2, 2.08542
136, 2, wb, practice, NA, 999, 999, 0, 2, 188, 76, 58, 135, 130, 124, 1, 1.41097
136, 2, wb, practice, NA, 999, 999, 0, 3, 56, 67, 136, 156, 155, 58, 1, 1.89058
136, 2, wb, practice, NA, 999, 999, 0, 3, 56, 67, 136, 156, 155, 58, 2, 1.15846
136, 2, wb, attraction, a-b-db, 9, 2, 1, 1, 165, 90, 86, 157, 90, 165, 3, 6.70469
136, 2, wb, attraction, a-b-db, 9, 2, 1, 1, 165, 90, 86, 157, 90, 165, 1, 1.6818
136, 2, wb, filler, NA, 999, 999, 1, 2, 169, 61, 68, 120, 110, 97, 2, 1.46783
136, 2, wb, filler, NA, 999, 999, 1, 2, 169, 61, 68, 120, 110, 97, 3, 1.60813
136, 2, wb, filler, NA, 999, 999, 1, 3, 194, 95, 80, 81, 195, 86, 2, 1.72497
136, 2, wb, filler, NA, 999, 999, 1, 3, 194, 95, 80, 81, 195, 86, 1, 1.0543
136, 2, wb, attraction, a-b-db, 9, 1, 1, 4, 135, 60, 60, 135, 57, 129, 1, 2.86584
136, 2, wb, attraction, a-b-db, 9, 1, 1, 4, 135, 60, 60, 135, 57, 129, 2, 1.28559
136, 2, wb, attraction, a-b-da, 14, 2, 1, 5, 90, 165, 153, 83, 165, 90, 2, 3.21593
136, 2, wb, attraction, a-b-da, 14, 2, 1, 5, 90, 165, 153, 83, 165, 90, 1, 0.661444
136, 2, wb, attraction, a-b-da, 5, 2, 1, 6, 90, 165, 165, 90, 161, 88, 3, 2.34462
136, 2, wb, attraction, a-b-da, 5, 2, 1, 6, 90, 165, 165, 90, 161, 88, 1, 0.88122
136, 2, wb, attraction, a-b-db, 9, 3, 1, 7, 120, 195, 114, 186, 195, 120, 3, 5.62746
136, 2, wb, attraction, a-b-db, 9, 3, 1, 7, 120, 195, 114, 186, 195, 120, 1, 2.1516
136, 2, wb, attraction, a-b-da, 9, 3, 1, 8, 120, 195, 195, 120, 186, 114, 2, 2.66291
136, 2, wb, attraction, a-b-da, 9, 3, 1, 8, 120, 195, 195, 120, 186, 114, 1, 0.610703
136, 2, wb, attraction, a-b-da, 14, 1, 1, 9, 135, 60, 60, 135, 125, 56, 3, 4.62385
136, 2, wb, attraction, a-b-da, 14, 1, 1, 9, 135, 60, 60, 135, 125, 56, 1, 0.732381
136, 2, wb, attraction, a-b-db, 2, 3, 1, 10, 119, 193, 195, 120, 120, 195, 2, 3.26066
136, 2, wb, attraction, a-b-db, 2, 3, 1, 10, 119, 193, 195, 120, 120, 195, 1, 0.824342
136, 2, wb, attraction, a-b-da, 2, 1, 1, 11, 134, 59, 135, 60, 60, 135, 2, 3.91666
136, 2, wb, attraction, a-b-da, 2, 1, 1, 11, 134, 59, 135, 60, 60, 135, 3, 2.23811
136, 2, wb, filler, NA, 999, 999, 1, 12, 152, 133, 183, 149, 110, 88, 3, 1.546
136, 2, wb, filler, NA, 999, 999, 1, 12, 152, 133, 183, 149, 110, 88, 2, 1.03498
