sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
76, 2, wb, practice, NA, 999, 999, 0, 1, 82, 60, 142, 188, 158, 110, 1, 4.88815
76, 2, wb, practice, NA, 999, 999, 0, 1, 82, 60, 142, 188, 158, 110, 2, 4.49125
76, 2, wb, practice, NA, 999, 999, 0, 2, 75, 132, 98, 57, 71, 147, 2, 3.09628
76, 2, wb, practice, NA, 999, 999, 0, 2, 75, 132, 98, 57, 71, 147, 1, 5.46613
76, 2, wb, practice, NA, 999, 999, 0, 3, 140, 72, 128, 185, 167, 106, 1, 2.76277
76, 2, wb, practice, NA, 999, 999, 0, 3, 140, 72, 128, 185, 167, 106, 2, 2.15054
76, 2, wb, catch, NA, 999, 999, 1, 1, 152, 163, 101, 154, 87, 108, 3, 1.99043
76, 2, wb, catch, NA, 999, 999, 1, 1, 152, 163, 101, 154, 87, 108, 1, 1.60515
76, 2, wb, attraction, a-b-db, 14, 1, 1, 2, 56, 125, 135, 60, 60, 135, 1, 6.06654
76, 2, wb, attraction, a-b-db, 14, 1, 1, 2, 56, 125, 135, 60, 60, 135, 3, 2.26925
76, 2, wb, filler, NA, 999, 999, 1, 3, 172, 91, 161, 185, 133, 111, 3, 5.27189
76, 2, wb, filler, NA, 999, 999, 1, 3, 172, 91, 161, 185, 133, 111, 2, 1.17016
76, 2, wb, filler, NA, 999, 999, 1, 4, 66, 101, 172, 63, 168, 91, 1, 1.97703
76, 2, wb, filler, NA, 999, 999, 1, 4, 66, 101, 172, 63, 168, 91, 3, 1.5765
76, 2, wb, attraction, a-b-db, 14, 2, 1, 5, 83, 153, 165, 90, 90, 165, 1, 2.83851
76, 2, wb, attraction, a-b-db, 14, 2, 1, 5, 83, 153, 165, 90, 90, 165, 3, 1.89104
76, 2, wb, attraction, a-b-da, 9, 1, 1, 6, 60, 135, 135, 60, 129, 57, 3, 4.21237
76, 2, wb, attraction, a-b-da, 9, 1, 1, 6, 60, 135, 135, 60, 129, 57, 1, 1.5617
76, 2, wb, attraction, a-b-da, 2, 1, 1, 7, 134, 59, 60, 135, 135, 60, 3, 6.35254
76, 2, wb, attraction, a-b-da, 2, 1, 1, 7, 134, 59, 60, 135, 135, 60, 1, 3.31187
76, 2, wb, attraction, a-b-db, 2, 1, 1, 8, 60, 135, 135, 60, 59, 134, 2, 3.36792
76, 2, wb, attraction, a-b-db, 2, 1, 1, 8, 60, 135, 135, 60, 59, 134, 1, 1.99973
