sub_n, computer_n, bw_cond, effect, set, distance, diag, block_n, trial_n, h1, w1, h2, w2, h3, w3, choice, rt 
271, 2, bw, practice, NA, 999, 999, 0, 1, 176, 167, 90, 166, 130, 162, 1, 3.70672
271, 2, bw, practice, NA, 999, 999, 0, 1, 176, 167, 90, 166, 130, 162, 2, 3.88758
271, 2, bw, practice, NA, 999, 999, 0, 2, 85, 164, 171, 68, 82, 61, 1, 3.64296
271, 2, bw, practice, NA, 999, 999, 0, 2, 85, 164, 171, 68, 82, 61, 3, 2.00705
271, 2, bw, practice, NA, 999, 999, 0, 3, 118, 65, 149, 148, 57, 116, 2, 2.10658
271, 2, bw, practice, NA, 999, 999, 0, 3, 118, 65, 149, 148, 57, 116, 3, 2.55102
271, 2, bw, filler, NA, 999, 999, 1, 1, 113, 182, 77, 57, 189, 92, 1, 2.42709
271, 2, bw, filler, NA, 999, 999, 1, 1, 113, 182, 77, 57, 189, 92, 2, 0.880258
271, 2, bw, attraction, a-b-da, 2, 2, 1, 2, 163, 89, 165, 90, 90, 165, 3, 5.28262
271, 2, bw, attraction, a-b-da, 2, 2, 1, 2, 163, 89, 165, 90, 90, 165, 1, 1.80496
271, 2, bw, attraction, a-b-da, 5, 2, 1, 3, 90, 165, 165, 90, 161, 88, 1, 4.74631
271, 2, bw, attraction, a-b-da, 5, 2, 1, 3, 90, 165, 165, 90, 161, 88, 2, 1.70619
271, 2, bw, attraction, a-b-da, 9, 1, 1, 4, 129, 57, 60, 135, 135, 60, 2, 2.78766
271, 2, bw, attraction, a-b-da, 9, 1, 1, 4, 129, 57, 60, 135, 135, 60, 1, 2.09805
271, 2, bw, attraction, a-b-da, 14, 3, 1, 5, 120, 195, 195, 120, 181, 111, 1, 2.96328
271, 2, bw, attraction, a-b-da, 14, 3, 1, 5, 120, 195, 195, 120, 181, 111, 2, 0.787083
271, 2, bw, attraction, a-b-da, 5, 3, 1, 6, 190, 117, 120, 195, 195, 120, 1, 5.16139
271, 2, bw, attraction, a-b-da, 5, 3, 1, 6, 190, 117, 120, 195, 195, 120, 2, 2.88836
271, 2, bw, attraction, a-b-db, 9, 3, 1, 7, 120, 195, 195, 120, 114, 186, 1, 2.26607
271, 2, bw, attraction, a-b-db, 9, 3, 1, 7, 120, 195, 195, 120, 114, 186, 2, 0.854161
271, 2, bw, catch, NA, 999, 999, 1, 8, 87, 108, 122, 133, 158, 157, 3, 1.1777
271, 2, bw, catch, NA, 999, 999, 1, 8, 87, 108, 122, 133, 158, 157, 1, 1.04135
271, 2, bw, attraction, a-b-da, 14, 1, 1, 9, 135, 60, 125, 56, 60, 135, 3, 7.31699
271, 2, bw, attraction, a-b-da, 14, 1, 1, 9, 135, 60, 125, 56, 60, 135, 1, 1.22134
271, 2, bw, attraction, a-b-db, 5, 1, 1, 10, 58, 132, 135, 60, 60, 135, 3, 2.06617
271, 2, bw, attraction, a-b-db, 5, 1, 1, 10, 58, 132, 135, 60, 60, 135, 2, 1.05429
271, 2, bw, attraction, a-b-db, 5, 3, 1, 11, 195, 120, 120, 195, 117, 190, 1, 2.92982
271, 2, bw, attraction, a-b-db, 5, 3, 1, 11, 195, 120, 120, 195, 117, 190, 3, 0.826873
271, 2, bw, attraction, a-b-da, 14, 2, 1, 12, 90, 165, 165, 90, 153, 83, 1, 2.12725
271, 2, bw, attraction, a-b-da, 14, 2, 1, 12, 90, 165, 165, 90, 153, 83, 2, 1.53651
271, 2, bw, attraction, a-b-db, 2, 1, 1, 13, 59, 134, 135, 60, 60, 135, 3, 3.50466
271, 2, bw, attraction, a-b-db, 2, 1, 1, 13, 59, 134, 135, 60, 60, 135, 2, 1.21088
271, 2, bw, filler, NA, 999, 999, 1, 14, 87, 170, 183, 68, 91, 180, 3, 2.18371
271, 2, bw, filler, NA, 999, 999, 1, 14, 87, 170, 183, 68, 91, 180, 2, 0.751065
271, 2, bw, filler, NA, 999, 999, 1, 15, 104, 170, 70, 84, 126, 144, 1, 5.89485
271, 2, bw, filler, NA, 999, 999, 1, 15, 104, 170, 70, 84, 126, 144, 2, 0.69615
271, 2, bw, attraction, a-b-db, 2, 2, 1, 16, 89, 163, 90, 165, 165, 90, 1, 5.32991
271, 2, bw, attraction, a-b-db, 2, 2, 1, 16, 89, 163, 90, 165, 165, 90, 3, 3.0743
271, 2, bw, filler, NA, 999, 999, 1, 17, 167, 80, 155, 176, 67, 159, 2, 1.61191
271, 2, bw, filler, NA, 999, 999, 1, 17, 167, 80, 155, 176, 67, 159, 3, 1.06599
271, 2, bw, filler, NA, 999, 999, 1, 18, 161, 108, 169, 157, 164, 171, 3, 1.80504
271, 2, bw, filler, NA, 999, 999, 1, 18, 161, 108, 169, 157, 164, 171, 1, 1.05904
271, 2, bw, attraction, a-b-da, 2, 1, 1, 19, 60, 135, 134, 59, 135, 60, 1, 2.77403
271, 2, bw, attraction, a-b-da, 2, 1, 1, 19, 60, 135, 134, 59, 135, 60, 3, 0.724982
271, 2, bw, attraction, a-b-da, 9, 2, 1, 20, 165, 90, 90, 165, 157, 86, 2, 5.82146
271, 2, bw, attraction, a-b-da, 9, 2, 1, 20, 165, 90, 90, 165, 157, 86, 3, 0.762422
271, 2, bw, filler, NA, 999, 999, 1, 21, 183, 69, 94, 122, 79, 133, 1, 4.2015
271, 2, bw, filler, NA, 999, 999, 1, 21, 183, 69, 94, 122, 79, 133, 3, 0.759327
271, 2, bw, attraction, a-b-db, 9, 2, 1, 22, 90, 165, 165, 90, 86, 157, 2, 3.91032
271, 2, bw, attraction, a-b-db, 9, 2, 1, 22, 90, 165, 165, 90, 86, 157, 3, 0.687809
271, 2, bw, attraction, a-b-db, 9, 1, 1, 23, 60, 135, 57, 129, 135, 60, 1, 3.44214
271, 2, bw, attraction, a-b-db, 9, 1, 1, 23, 60, 135, 57, 129, 135, 60, 3, 0.566411
271, 2, bw, attraction, a-b-db, 14, 3, 1, 24, 120, 195, 111, 181, 195, 120, 1, 2.94154
271, 2, bw, attraction, a-b-db, 14, 3, 1, 24, 120, 195, 111, 181, 195, 120, 3, 0.70992
271, 2, bw, filler, NA, 999, 999, 1, 25, 161, 140, 191, 122, 97, 88, 2, 2.35897
271, 2, bw, filler, NA, 999, 999, 1, 25, 161, 140, 191, 122, 97, 88, 3, 0.886811
271, 2, bw, attraction, a-b-db, 2, 3, 1, 26, 120, 195, 195, 120, 119, 193, 1, 4.94527
271, 2, bw, attraction, a-b-db, 2, 3, 1, 26, 120, 195, 195, 120, 119, 193, 2, 0.544957
271, 2, bw, attraction, a-b-db, 5, 2, 1, 27, 88, 161, 165, 90, 90, 165, 1, 5.3928
271, 2, bw, attraction, a-b-db, 5, 2, 1, 27, 88, 161, 165, 90, 90, 165, 2, 0.742415
271, 2, bw, catch, NA, 999, 999, 1, 28, 81, 114, 139, 116, 165, 150, 3, 1.734
271, 2, bw, catch, NA, 999, 999, 1, 28, 81, 114, 139, 116, 165, 150, 1, 0.839469
271, 2, bw, attraction, a-b-da, 2, 3, 1, 29, 195, 120, 193, 119, 120, 195, 2, 3.51514
271, 2, bw, attraction, a-b-da, 2, 3, 1, 29, 195, 120, 193, 119, 120, 195, 3, 0.716631
271, 2, bw, attraction, a-b-da, 5, 1, 1, 30, 135, 60, 132, 58, 60, 135, 2, 3.43773
271, 2, bw, attraction, a-b-da, 5, 1, 1, 30, 135, 60, 132, 58, 60, 135, 3, 1.1467
271, 2, bw, catch, NA, 999, 999, 1, 31, 135, 60, 96, 159, 128, 187, 3, 1.47424
271, 2, bw, catch, NA, 999, 999, 1, 31, 135, 60, 96, 159, 128, 187, 1, 1.30167
271, 2, bw, attraction, a-b-db, 14, 2, 1, 32, 165, 90, 90, 165, 83, 153, 3, 2.93534
271, 2, bw, attraction, a-b-db, 14, 2, 1, 32, 165, 90, 90, 165, 83, 153, 2, 1.08034
271, 2, bw, attraction, a-b-da, 9, 3, 1, 33, 186, 114, 195, 120, 120, 195, 2, 3.55463
271, 2, bw, attraction, a-b-da, 9, 3, 1, 33, 186, 114, 195, 120, 120, 195, 3, 0.802118
271, 2, bw, filler, NA, 999, 999, 1, 34, 161, 150, 152, 103, 102, 97, 1, 1.88778
271, 2, bw, filler, NA, 999, 999, 1, 34, 161, 150, 152, 103, 102, 97, 3, 0.826541
271, 2, bw, filler, NA, 999, 999, 1, 35, 106, 130, 85, 167, 121, 104, 2, 7.25485
271, 2, bw, filler, NA, 999, 999, 1, 35, 106, 130, 85, 167, 121, 104, 3, 0.945931
271, 2, bw, filler, NA, 999, 999, 1, 36, 101, 134, 181, 145, 134, 69, 2, 1.4095
271, 2, bw, filler, NA, 999, 999, 1, 36, 101, 134, 181, 145, 134, 69, 3, 1.27178
271, 2, bw, attraction, a-b-db, 14, 1, 1, 37, 56, 125, 135, 60, 60, 135, 2, 3.27465
271, 2, bw, attraction, a-b-db, 14, 1, 1, 37, 56, 125, 135, 60, 60, 135, 1, 1.89365
271, 2, bw, attraction, a-b-db, 2, 2, 2, 1, 89, 163, 165, 90, 90, 165, 2, 4.615
271, 2, bw, attraction, a-b-db, 2, 2, 2, 1, 89, 163, 165, 90, 90, 165, 3, 0.54817
271, 2, bw, attraction, a-b-db, 14, 2, 2, 2, 165, 90, 90, 165, 83, 153, 1, 5.54004
271, 2, bw, attraction, a-b-db, 14, 2, 2, 2, 165, 90, 90, 165, 83, 153, 3, 1.41959
271, 2, bw, attraction, a-b-da, 2, 3, 2, 3, 193, 119, 120, 195, 195, 120, 2, 1.99231
